time_s,drag_N_per_m,lift_N_per_m
3.839999999999999858e+00,1.426120519600000058e+01,7.002277971899999454e-01
3.850000000000000089e+00,1.426097764400000045e+01,7.012410312599999251e-01
3.859999999999999876e+00,1.426077320699999973e+01,7.023109781199999846e-01
3.870000000000000107e+00,1.426057857999999889e+01,7.033504739700000563e-01
3.879999999999999893e+00,1.426040712499999863e+01,7.043212235300000401e-01
3.890000000000000124e+00,1.426023486999999967e+01,7.053752714800000101e-01
3.899999999999999911e+00,1.426007969399999986e+01,7.062550040099999649e-01
3.910000000000000142e+00,1.425992236099999921e+01,7.073215435499999870e-01
3.919999999999999929e+00,1.425977903699999949e+01,7.081461078499999839e-01
3.930000000000000160e+00,1.425963320900000042e+01,7.091892160699999614e-01
3.939999999999999947e+00,1.425949757499999926e+01,7.099621860399999429e-01
3.950000000000000178e+00,1.425936043100000106e+01,7.109569281199999979e-01
3.959999999999999964e+00,1.425923354699999912e+01,7.116866967700000712e-01
3.970000000000000195e+00,1.425910542499999778e+01,7.126209485700000235e-01
3.979999999999999982e+00,1.425898604099999822e+01,7.133256850399999349e-01
3.990000000000000213e+00,1.425886565299999909e+01,7.141989241099999663e-01
4.000000000000000000e+00,1.425875411099999823e+01,7.148784348800000243e-01
4.009999999999999787e+00,1.425864158200000098e+01,7.157107129799999967e-01
4.019999999999999574e+00,1.425853700999999951e+01,7.163570692999999823e-01
4.030000000000000249e+00,1.425843139599999887e+01,7.171546708099999501e-01
4.040000000000000036e+00,1.425833322799999969e+01,7.177779518199999265e-01
4.049999999999999822e+00,1.425823496800000001e+01,7.185385832099999703e-01
4.059999999999999609e+00,1.425814249600000139e+01,7.191369799600000334e-01
4.070000000000000284e+00,1.425805034500000090e+01,7.198720567599999898e-01
4.080000000000000071e+00,1.425796339000000046e+01,7.204364345700000616e-01
4.089999999999999858e+00,1.425787699499999839e+01,7.211553504599998998e-01
4.099999999999999645e+00,1.425779529099999898e+01,7.216875335199999242e-01
4.110000000000000320e+00,1.425771400899999897e+01,7.223910432100000278e-01
4.120000000000000107e+00,1.425763670500000124e+01,7.228883198000000121e-01
4.129999999999999893e+00,1.425756032200000156e+01,7.236013566300000255e-01
4.139999999999999680e+00,1.425748729799999914e+01,7.240323565099999747e-01
4.150000000000000355e+00,1.425741521600000006e+01,7.247794809399999982e-01
4.160000000000000142e+00,1.425734598100000028e+01,7.251681271600000089e-01
4.169999999999999929e+00,1.425727799600000090e+01,7.258973769999998993e-01
4.179999999999999716e+00,1.425721211699999991e+01,7.262843890400000335e-01
4.190000000000000391e+00,1.425714757100000085e+01,7.269921599999999984e-01
4.200000000000000178e+00,1.425708463900000034e+01,7.273548643199999608e-01
4.209999999999999964e+00,1.425702348699999966e+01,7.280701415799999410e-01
4.219999999999999751e+00,1.425696325299999856e+01,7.283996819499999331e-01
4.230000000000000426e+00,1.425690518999999945e+01,7.291019098200000048e-01
4.240000000000000213e+00,1.425684719999999928e+01,7.294241407700000623e-01
4.250000000000000000e+00,1.425679387300000123e+01,7.300964329799999319e-01
4.259999999999999787e+00,1.425673830199999870e+01,7.304213029799999646e-01
4.269999999999999574e+00,1.425668591800000051e+01,7.310541430299999366e-01
4.280000000000000249e+00,1.425663233299999888e+01,7.313682876500000596e-01
4.290000000000000036e+00,1.425658177899999934e+01,7.319962403999999978e-01
4.299999999999999822e+00,1.425652950899999816e+01,7.322688749500000371e-01
4.309999999999999609e+00,1.425648116799999876e+01,7.328869958499999449e-01
4.320000000000000284e+00,1.425643067000000030e+01,7.331696358099999422e-01
4.330000000000000071e+00,1.425638406999999930e+01,7.336754905700000329e-01
4.339999999999999858e+00,1.425633442900000070e+01,7.340980477299999807e-01
4.349999999999999645e+00,1.425629009599999897e+01,7.343822293099999676e-01
4.360000000000000320e+00,1.425624137299999994e+01,7.349659120099999443e-01
4.370000000000000107e+00,1.425619890199999951e+01,7.351037305299999991e-01
4.379999999999999893e+00,1.425615103200000000e+01,7.357081412900000617e-01
4.389999999999999680e+00,1.425611430400000046e+01,7.358780265000000043e-01
4.400000000000000355e+00,1.425606816099999818e+01,7.363408571299999705e-01
4.410000000000000142e+00,1.425602888299999904e+01,7.366055955799999388e-01
4.419999999999999929e+00,1.425598419299999797e+01,7.369668119900000258e-01
4.429999999999999716e+00,1.425605462100000054e+01,7.372136867799999882e-01
4.440000000000000391e+00,1.425585149699999832e+01,7.375843959999999200e-01
4.450000000000000178e+00,1.425593702100000115e+01,7.377794544399999266e-01
4.459999999999999964e+00,1.425586002200000024e+01,7.381134257399999399e-01
4.469999999999999751e+00,1.425579788599999809e+01,7.383521239500000499e-01
4.480000000000000426e+00,1.425573907200000079e+01,7.386268198200000024e-01
4.490000000000000213e+00,1.425581145199999966e+01,7.388615698799999576e-01
4.500000000000000000e+00,1.425561057099999829e+01,7.391580075699999419e-01
4.509999999999999787e+00,1.425570148399999937e+01,7.393433702599999657e-01
4.519999999999999574e+00,1.425563366099999918e+01,7.396054141600000298e-01
4.530000000000000249e+00,1.425557974099999825e+01,7.398092525600000746e-01
4.540000000000000036e+00,1.425552771499999949e+01,7.400552481900000146e-01
4.549999999999999822e+00,1.425560371900000156e+01,7.401926659699999966e-01
4.559999999999999609e+00,1.425540623100000026e+01,7.404659483000000098e-01
4.570000000000000284e+00,1.425549821600000122e+01,7.406309952799999818e-01
4.580000000000000071e+00,1.425543142600000124e+01,7.407755688899999580e-01
4.589999999999999858e+00,1.425537899600000102e+01,7.410644079799999506e-01
4.599999999999999645e+00,1.425532796899999965e+01,7.411018483100000331e-01
4.610000000000000320e+00,1.425540579900000004e+01,7.414107245299998983e-01
4.620000000000000107e+00,1.425520988899999963e+01,7.414655514300000361e-01
4.629999999999999893e+00,1.425530325200000092e+01,7.417302344599999708e-01
4.639999999999999680e+00,1.425523813400000073e+01,7.417880083999999208e-01
4.650000000000000355e+00,1.425518680699999940e+01,7.420648636200000148e-01
4.660000000000000142e+00,1.425514457300000082e+01,7.422315745399999942e-01
4.669999999999999929e+00,1.425522711799999875e+01,7.420904752600000487e-01
4.679999999999999716e+00,1.425503226900000087e+01,7.428378969900000239e-01
4.690000000000000391e+00,1.425512935999999797e+01,7.421984598099999886e-01
4.700000000000000178e+00,1.425506210799999884e+01,7.431477263400000366e-01
4.709999999999999964e+00,1.425501294300000055e+01,7.425998198900000125e-01
4.719999999999999751e+00,1.425496131400000088e+01,7.432557288500000192e-01
4.730000000000000426e+00,1.425504418699999931e+01,7.430212277400000120e-01
4.740000000000000213e+00,1.425484897699999998e+01,7.433276319499999563e-01
4.750000000000000000e+00,1.425494331200000175e+01,7.434365790499999349e-01
4.759999999999999787e+00,1.425488034299999995e+01,7.434066449999999771e-01
4.769999999999999574e+00,1.425483186800000013e+01,7.437920090199999779e-01
4.780000000000000249e+00,1.425478308599999977e+01,7.435489355300000103e-01
4.790000000000000036e+00,1.425486487200000063e+01,7.440167022799999419e-01
4.799999999999999822e+00,1.425467308600000038e+01,7.438461901399999743e-01
4.809999999999999609e+00,1.425476981100000096e+01,7.441304541300000075e-01
4.820000000000000284e+00,1.425470870999999917e+01,7.441422173299999665e-01
4.830000000000000071e+00,1.425466319599999920e+01,7.442903760499999244e-01
4.839999999999999858e+00,1.425461508199999905e+01,7.443976934199999507e-01
4.849999999999999645e+00,1.425470092900000019e+01,7.444493322399999835e-01
4.860000000000000320e+00,1.425451102499999934e+01,7.446312250300000102e-01
4.870000000000000107e+00,1.425460951999999892e+01,7.446590424399999186e-01
4.879999999999999893e+00,1.425455046399999759e+01,7.447824741199999821e-01
4.889999999999999680e+00,1.425450753599999842e+01,7.448997045299999842e-01
4.900000000000000355e+00,1.425446229900000006e+01,7.449606925999999740e-01
4.910000000000000142e+00,1.425455082400000073e+01,7.450564436099998966e-01
4.919999999999999929e+00,1.425436347700000006e+01,7.451841389500000190e-01
4.929999999999999716e+00,1.425446561300000070e+01,7.452366752599999256e-01
4.940000000000000391e+00,1.425440939699999987e+01,7.453360175799998988e-01
4.950000000000000178e+00,1.425436938200000014e+01,7.454634507599999793e-01
4.959999999999999964e+00,1.425432667299999956e+01,7.454692318600000256e-01
4.969999999999999751e+00,1.425441759099999928e+01,7.456814871900000474e-01
4.980000000000000426e+00,1.425423321000000065e+01,7.456087998800000616e-01
4.990000000000000213e+00,1.425433724500000032e+01,7.458854374300000201e-01
5.000000000000000000e+00,1.425428392499999930e+01,7.457656314899999694e-01
5.009999999999999787e+00,1.425424611099999872e+01,7.460341687599999494e-01
5.019999999999999574e+00,1.425420583000000008e+01,7.460033171300000099e-01
5.030000000000000249e+00,1.425429940999999801e+01,7.460979868199999476e-01
5.040000000000000036e+00,1.425411710099999851e+01,7.462527039799999873e-01
5.049999999999999822e+00,1.425422411499999953e+01,7.462103067899999997e-01
5.059999999999999609e+00,1.425417126000000145e+01,7.464251140700000064e-01
5.070000000000000284e+00,1.425413707100000060e+01,7.463860730400000421e-01
5.080000000000000071e+00,1.425409809499999980e+01,7.465369005199999908e-01
5.089999999999999858e+00,1.425419343200000100e+01,7.465924938399999267e-01
5.099999999999999645e+00,1.425401328199999895e+01,7.466367701299999604e-01
5.110000000000000320e+00,1.425412165000000009e+01,7.467912600699999626e-01
5.120000000000000107e+00,1.425407191299999887e+01,7.467423750000000693e-01
5.129999999999999893e+00,1.425403797399999917e+01,7.469736290099999731e-01
5.139999999999999680e+00,1.425400177099999866e+01,7.468881673299999635e-01
5.150000000000000355e+00,1.425409867699999822e+01,7.470643023799999893e-01
5.160000000000000142e+00,1.425392006600000094e+01,7.471131404799999931e-01
5.169999999999999929e+00,1.425402912300000047e+01,7.471549408700000061e-01
5.179999999999999716e+00,1.425398050899999980e+01,7.472727620200000365e-01
5.190000000000000391e+00,1.425394881499999933e+01,7.472960699399999740e-01
5.200000000000000178e+00,1.425391188500000084e+01,7.474228628399999241e-01
5.209999999999999964e+00,1.425401040700000088e+01,7.474313142499999785e-01
5.219999999999999751e+00,1.425383326399999895e+01,7.475506838300000068e-01
5.230000000000000426e+00,1.425394380899999902e+01,7.476081174999998913e-01
5.240000000000000213e+00,1.425389644100000019e+01,7.476376508199999993e-01
5.250000000000000000e+00,1.425386587199999866e+01,7.477916756400000420e-01
5.259999999999999787e+00,1.425383079799999919e+01,7.477715153699999728e-01
5.269999999999999574e+00,1.425392997399999828e+01,7.479003561800000588e-01
5.280000000000000249e+00,1.425375411399999948e+01,7.479408513399999903e-01
5.290000000000000036e+00,1.425386583300000076e+01,7.480437292999999599e-01
5.299999999999999822e+00,1.425381960500000034e+01,7.480367126199999328e-01
5.309999999999999609e+00,1.425379020699999977e+01,7.482350539800000089e-01
5.320000000000000284e+00,1.425375630800000160e+01,7.481522501499999755e-01
5.330000000000000071e+00,1.425385641299999939e+01,7.483629294199999338e-01
5.339999999999999858e+00,1.425368186000000037e+01,7.483209299899999944e-01
5.349999999999999645e+00,1.425379436399999911e+01,7.484878134500000391e-01
5.360000000000000320e+00,1.425374901200000011e+01,7.484600081700000240e-01
5.370000000000000107e+00,1.425372084099999981e+01,7.486356507300000462e-01
5.379999999999999893e+00,1.425368759700000076e+01,7.486124379899999903e-01
5.389999999999999680e+00,1.425378887099999936e+01,7.487519525599999337e-01
5.400000000000000355e+00,1.425361500700000050e+01,7.487777671399999946e-01
5.410000000000000142e+00,1.425372856899999796e+01,7.488984917000000019e-01
5.419999999999999929e+00,1.425368403699999931e+01,7.488944900899999757e-01
5.429999999999999716e+00,1.425365679599999957e+01,7.490715720599999683e-01
5.440000000000000391e+00,1.425362042299999921e+01,7.490235526299999780e-01
5.450000000000000178e+00,1.425372624600000115e+01,7.492145956799999285e-01
5.459999999999999964e+00,1.425354897399999921e+01,7.491718486299999702e-01
5.469999999999999751e+00,1.425366279299999839e+01,7.493700359399999567e-01
5.480000000000000426e+00,1.425361922999999997e+01,7.492784129999999765e-01
5.490000000000000213e+00,1.425359188999999915e+01,7.495533043799998962e-01
5.500000000000000000e+00,1.425356002700000069e+01,7.494364184499999748e-01
5.509999999999999787e+00,1.425366274099999941e+01,7.496390005199999873e-01
5.519999999999999574e+00,1.425349059600000068e+01,7.496420754599999459e-01
5.530000000000000249e+00,1.425360534700000059e+01,7.497644859100000003e-01
5.540000000000000036e+00,1.425356194200000104e+01,7.497598292099999506e-01
5.549999999999999822e+00,1.425353615199999879e+01,7.499558816099999303e-01
5.559999999999999609e+00,1.425350538100000009e+01,7.498790920099999147e-01
5.570000000000000284e+00,1.425360867100000029e+01,7.500933770700000114e-01
5.580000000000000071e+00,1.425343699999999991e+01,7.500520160700000494e-01
5.589999999999999858e+00,1.425355262299999914e+01,7.502189607799999438e-01
5.599999999999999645e+00,1.425351026899999951e+01,7.501913394099999355e-01
5.610000000000000320e+00,1.425348530399999980e+01,7.503795927099999874e-01
5.620000000000000107e+00,1.425345468499999946e+01,7.503384948200000348e-01
5.629999999999999893e+00,1.425355883599999984e+01,7.505047598999999847e-01
5.639999999999999680e+00,1.425338807800000041e+01,7.504960551999999563e-01
5.650000000000000355e+00,1.425350436899999984e+01,7.506595067200000360e-01
5.660000000000000142e+00,1.425346246299999997e+01,7.506132099200000241e-01
5.669999999999999929e+00,1.425343810399999889e+01,7.508238925699999289e-01
5.679999999999999716e+00,1.425340829199999959e+01,7.507724209199999610e-01
5.690000000000000391e+00,1.425351317599999845e+01,7.509138852900000272e-01
5.700000000000000178e+00,1.425334275600000034e+01,7.509761293400000204e-01
5.709999999999999964e+00,1.425345976600000064e+01,7.510275871900000677e-01
5.719999999999999751e+00,1.425341828199999838e+01,7.511095320899999761e-01
5.730000000000000426e+00,1.425339498800000015e+01,7.512012220399999496e-01
5.740000000000000213e+00,1.425336528799999947e+01,7.512267280300000127e-01
5.750000000000000000e+00,1.425347082800000109e+01,7.513599426000000525e-01
5.759999999999999787e+00,1.425330117199999869e+01,7.513487134099999798e-01
5.769999999999999574e+00,1.425341856400000040e+01,7.515351981600000286e-01
5.780000000000000249e+00,1.425337793199999936e+01,7.514465703199999513e-01
5.790000000000000036e+00,1.425335467799999911e+01,7.517092304000000391e-01
5.799999999999999822e+00,1.425332601000000032e+01,7.515912116799999820e-01
5.809999999999999609e+00,1.425343183999999930e+01,7.518107223100000125e-01
5.820000000000000284e+00,1.425326277199999936e+01,7.517762760399999689e-01
5.830000000000000071e+00,1.425338071299999854e+01,7.519312078300000035e-01
5.839999999999999858e+00,1.425334037100000018e+01,7.519044907199999850e-01
5.849999999999999645e+00,1.425331795800000023e+01,7.520876624499999163e-01
5.860000000000000320e+00,1.425328952500000135e+01,7.520453129399999881e-01
5.870000000000000107e+00,1.425339599099999965e+01,7.521981188299999843e-01
5.879999999999999893e+00,1.425322725700000071e+01,7.522155588499999102e-01
5.889999999999999680e+00,1.425334582099999814e+01,7.523242014499998964e-01
5.900000000000000355e+00,1.425330585700000086e+01,7.523313607599999564e-01
5.910000000000000142e+00,1.425328394799999998e+01,7.524933516399999744e-01
5.919999999999999929e+00,1.425325593099999999e+01,7.524507320900000185e-01
5.929999999999999716e+00,1.425336283699999917e+01,7.526179250600000259e-01
5.940000000000000391e+00,1.425319464200000041e+01,7.526004727599999722e-01
5.950000000000000178e+00,1.425331351199999830e+01,7.527519538200000415e-01
5.959999999999999964e+00,1.425327405200000008e+01,7.527150219499999517e-01
5.969999999999999751e+00,1.425325254900000083e+01,7.529035861199999680e-01
5.980000000000000426e+00,1.425322494900000159e+01,7.528439707599999808e-01
5.990000000000000213e+00,1.425333226899999950e+01,7.530154066499999965e-01
6.000000000000000000e+00,1.425316448399999913e+01,7.529999225100000304e-01
6.009999999999999787e+00,1.425328371199999999e+01,7.531317936599999374e-01
6.019999999999999574e+00,1.425324462799999914e+01,7.531206187000000218e-01
6.030000000000000249e+00,1.425322360600000060e+01,7.532712514500000678e-01
6.040000000000000036e+00,1.425319620200000159e+01,7.532575864699999624e-01
6.049999999999999822e+00,1.425330407900000118e+01,7.533615474700000592e-01
6.059999999999999609e+00,1.425313648300000047e+01,7.534193238599999898e-01
6.070000000000000284e+00,1.425325633099999934e+01,7.534743900199999400e-01
6.080000000000000071e+00,1.425321733599999874e+01,7.535268873099999487e-01
6.089999999999999858e+00,1.425319688199999923e+01,7.536175981400000667e-01
6.099999999999999645e+00,1.425316969600000050e+01,7.536488206799999423e-01
6.110000000000000320e+00,1.425327799699999964e+01,7.537153864400000236e-01
6.120000000000000107e+00,1.425311068200000086e+01,7.537918349000000129e-01
6.129999999999999893e+00,1.425323091000000097e+01,7.538336956600000249e-01
6.139999999999999680e+00,1.425319221299999839e+01,7.538880585499999620e-01
6.150000000000000355e+00,1.425317212599999905e+01,7.539763769799999737e-01
6.160000000000000142e+00,1.425314522899999936e+01,7.539971157899999499e-01
6.169999999999999929e+00,1.425325382299999966e+01,7.540776848500000407e-01
6.179999999999999716e+00,1.425308689399999906e+01,7.541292341999999982e-01
6.190000000000000391e+00,1.425320733400000073e+01,7.541912863099999864e-01
6.200000000000000178e+00,1.425316904099999959e+01,7.542221786199999611e-01
6.209999999999999964e+00,1.425314921599999884e+01,7.543218866899999986e-01
6.219999999999999751e+00,1.425312259000000026e+01,7.543380896900000465e-01
6.230000000000000426e+00,1.425323152699999874e+01,7.544023695799999540e-01
6.240000000000000213e+00,1.425306482999999957e+01,7.544760549100000269e-01
6.250000000000000000e+00,1.425318564899999885e+01,7.545065402799999710e-01
6.259999999999999787e+00,1.425314747799999893e+01,7.545604710900000178e-01
6.269999999999999574e+00,1.425312806600000037e+01,7.546391291899999798e-01
6.280000000000000249e+00,1.425310164499999921e+01,7.546612475399999687e-01
6.290000000000000036e+00,1.425321087899999917e+01,7.547222410199999620e-01
6.299999999999999822e+00,1.425304444599999876e+01,7.547870037599999637e-01
6.309999999999999609e+00,1.425316552500000000e+01,7.548258668899999746e-01
6.320000000000000284e+00,1.425312761299999842e+01,7.548647326399999802e-01
6.330000000000000071e+00,1.425310848699999866e+01,7.549476706400000126e-01
6.339999999999999858e+00,1.425308227700000074e+01,7.549656599599999796e-01
6.349999999999999645e+00,1.425319177599999776e+01,7.550226754799999052e-01
6.360000000000000320e+00,1.425302560899999982e+01,7.550864573899999099e-01
6.370000000000000107e+00,1.425314693499999841e+01,7.551187513199999479e-01
6.379999999999999893e+00,1.425310922199999908e+01,7.551594994399999372e-01
6.389999999999999680e+00,1.425309038700000031e+01,7.552351255199999391e-01
6.400000000000000355e+00,1.425306437199999898e+01,7.552546676799999359e-01
6.410000000000000142e+00,1.425317413699999847e+01,7.553035060499999620e-01
6.419999999999999929e+00,1.425300817700000167e+01,7.553704756500000395e-01
6.429999999999999716e+00,1.425312975399999793e+01,7.553925055499999264e-01
6.440000000000000391e+00,1.425309222899999995e+01,7.554375137800000140e-01
6.450000000000000178e+00,1.425307365600000153e+01,7.555086761400000572e-01
6.459999999999999964e+00,1.425304785099999982e+01,7.555167401100000291e-01
6.469999999999999751e+00,1.425315780499999896e+01,7.555794300599999458e-01
6.480000000000000426e+00,1.425299209599999983e+01,7.556222291199999885e-01
6.490000000000000213e+00,1.425311380600000000e+01,7.556670362199999769e-01
6.500000000000000000e+00,1.425307654899999932e+01,7.556800387300000033e-01
6.509999999999999787e+00,1.425305815399999965e+01,7.557740106699999405e-01
6.519999999999999574e+00,1.425303254299999978e+01,7.557643045299999862e-01
6.530000000000000249e+00,1.425314267899999976e+01,7.558273620299998941e-01
6.540000000000000036e+00,1.425297720300000037e+01,7.558727903799999925e-01
6.549999999999999822e+00,1.425309914300000003e+01,7.559032392300000236e-01
6.559999999999999609e+00,1.425306202699999858e+01,7.559270162299999152e-01
6.570000000000000284e+00,1.425304388399999844e+01,7.560083321199999595e-01
6.580000000000000071e+00,1.425301843499999954e+01,7.559983444800000285e-01
6.589999999999999858e+00,1.425312876899999992e+01,7.560628166399999683e-01
6.599999999999999645e+00,1.425296349200000101e+01,7.560961820099999509e-01
6.610000000000000320e+00,1.425308559900000027e+01,7.561360464099999845e-01
6.620000000000000107e+00,1.425304866000000104e+01,7.561471552399999796e-01
6.629999999999999893e+00,1.425303073799999964e+01,7.562285494799999563e-01
6.639999999999999680e+00,1.425300541100000018e+01,7.562206623699999630e-01
6.650000000000000355e+00,1.425311594399999926e+01,7.562716795899999678e-01
6.660000000000000142e+00,1.425295082499999921e+01,7.563192982199999914e-01
6.669999999999999929e+00,1.425307316599999830e+01,7.563326356199999712e-01
6.679999999999999716e+00,1.425303627999999989e+01,7.563703607399999695e-01
6.690000000000000391e+00,1.425301863700000027e+01,7.564193688299999385e-01
6.700000000000000178e+00,1.425299340399999970e+01,7.564334053700000338e-01
6.709999999999999964e+00,1.425310413199999893e+01,7.564680363599999291e-01
6.719999999999999751e+00,1.425293916300000063e+01,7.565145192500000171e-01
6.730000000000000426e+00,1.425306164000000031e+01,7.565342278799999098e-01
6.740000000000000213e+00,1.425302493499999912e+01,7.565540594699999843e-01
6.750000000000000000e+00,1.425300744000000108e+01,7.566184472400000471e-01
6.759999999999999787e+00,1.425298236599999946e+01,7.566149397500000484e-01
6.769999999999999574e+00,1.425309322299999870e+01,7.566543330399999601e-01
6.780000000000000249e+00,1.425292841499999952e+01,7.566998824899999754e-01
6.790000000000000036e+00,1.425305103600000045e+01,7.567147556500000150e-01
6.799999999999999822e+00,1.425301447600000060e+01,7.567292077899999692e-01
6.809999999999999609e+00,1.425299713900000143e+01,7.567965172199999646e-01
6.820000000000000284e+00,1.425297215499999837e+01,7.567890857499999235e-01
6.830000000000000071e+00,1.425308318799999796e+01,7.568264128599999641e-01
6.839999999999999858e+00,1.425291852299999995e+01,7.568667372499999768e-01
6.849999999999999645e+00,1.425304127899999962e+01,7.568814664199999820e-01
6.860000000000000320e+00,1.425300480800000003e+01,7.568982123699999898e-01
6.870000000000000107e+00,1.425298764900000137e+01,7.569563919399999730e-01
6.879999999999999893e+00,1.425296277800000055e+01,7.569473830199999753e-01
6.889999999999999680e+00,1.425307392500000070e+01,7.569890243200000368e-01
6.900000000000000355e+00,1.425290940800000072e+01,7.570176785000000130e-01
6.910000000000000142e+00,1.425303223100000061e+01,7.570490110499999981e-01
6.919999999999999929e+00,1.425299601299999885e+01,7.570214950699999390e-01
6.929999999999999716e+00,1.425297878699999998e+01,7.571499494400000252e-01
6.940000000000000391e+00,1.425295424199999772e+01,7.570465972000000043e-01
6.950000000000000178e+00,1.425306528600000000e+01,7.571805392899999543e-01
6.959999999999999964e+00,1.425290109400000027e+01,7.571268186099999742e-01
6.969999999999999751e+00,1.425302391200000152e+01,7.572065498500000214e-01
6.980000000000000426e+00,1.425298776300000014e+01,7.571736898199999954e-01
6.990000000000000213e+00,1.425297081799999965e+01,7.572526177999999719e-01
7.000000000000000000e+00,1.425294617700000011e+01,7.572229236999999946e-01
7.009999999999999787e+00,1.425305748300000097e+01,7.572914847399999649e-01
7.019999999999999574e+00,1.425289335000000079e+01,7.572610247799999028e-01
7.030000000000000249e+00,1.425301621500000060e+01,7.573520834700000481e-01
7.040000000000000036e+00,1.425298027999999917e+01,7.572795919299999401e-01
7.049999999999999822e+00,1.425296333699999884e+01,7.574027087099999278e-01
7.059999999999999609e+00,1.425293883800000039e+01,7.573424094699999776e-01
7.070000000000000284e+00,1.425305029699999970e+01,7.573948902100000602e-01
7.080000000000000071e+00,1.425288608699999848e+01,7.574249169900000300e-01
7.089999999999999858e+00,1.425300931800000015e+01,7.574197138900000681e-01
7.099999999999999645e+00,1.425297315100000084e+01,7.574572721899999195e-01
7.110000000000000320e+00,1.425295665999999883e+01,7.574639033300000213e-01
7.120000000000000107e+00,1.425293192100000006e+01,7.575034575200000342e-01
7.129999999999999893e+00,1.425304370699999801e+01,7.574790619500000322e-01
7.139999999999999680e+00,1.425287948199999910e+01,7.575506486799999939e-01
7.150000000000000355e+00,1.425300279300000028e+01,7.575372436499999695e-01
7.160000000000000142e+00,1.425296681000000021e+01,7.575388939300000679e-01
7.169999999999999929e+00,1.425295020600000129e+01,7.576152880400000011e-01
7.179999999999999716e+00,1.425292582799999863e+01,7.575598741200000319e-01
7.190000000000000391e+00,1.425303740899999916e+01,7.576321770899999697e-01
7.200000000000000178e+00,1.425287349200000087e+01,7.576177997199999847e-01
7.209999999999999964e+00,1.425299675900000018e+01,7.576584473499999861e-01
7.219999999999999751e+00,1.425296088199999822e+01,7.576331063500000296e-01
7.230000000000000426e+00,1.425294438599999935e+01,7.577258917799999383e-01
7.240000000000000213e+00,1.425292011199999997e+01,7.576310335699999454e-01
7.250000000000000000e+00,1.425303161999999979e+01,7.577743462100000604e-01
7.259999999999999787e+00,1.425286806299999931e+01,7.576562798899999507e-01
7.269999999999999574e+00,1.425299105199999872e+01,7.578157389699999857e-01
7.280000000000000249e+00,1.425295556100000027e+01,7.576729005900000313e-01
7.290000000000000036e+00,1.425293892600000056e+01,7.578434253900000472e-01
7.299999999999999822e+00,1.425291478700000170e+01,7.577294061399999503e-01
7.309999999999999609e+00,1.425302645000000012e+01,7.578304737900000143e-01
7.320000000000000284e+00,1.425286275600000074e+01,7.577885522399999685e-01
7.330000000000000071e+00,1.425298607399999895e+01,7.578598607599998926e-01
7.339999999999999858e+00,1.425295043600000078e+01,7.577908528100000263e-01
7.349999999999999645e+00,1.425293400199999994e+01,7.579087674000000163e-01
7.360000000000000320e+00,1.425290984099999925e+01,7.578248625200000310e-01
7.370000000000000107e+00,1.425302164399999860e+01,7.579035112599999957e-01
7.379999999999999893e+00,1.425285794699999897e+01,7.578827808099999341e-01
7.389999999999999680e+00,1.425298140199999963e+01,7.579264023499999725e-01
7.400000000000000355e+00,1.425294575100000039e+01,7.578804386499999879e-01
7.410000000000000142e+00,1.425292941200000030e+01,7.579862703399999901e-01
7.419999999999999929e+00,1.425290533000000082e+01,7.578956623099999401e-01
7.429999999999999716e+00,1.425301714499999939e+01,7.579893834999998914e-01
7.440000000000000391e+00,1.425285355299999956e+01,7.579501882200000429e-01
7.450000000000000178e+00,1.425297703500000068e+01,7.580045679600000419e-01
7.459999999999999964e+00,1.425294142899999805e+01,7.579582116899999944e-01
7.469999999999999751e+00,1.425292522799999873e+01,7.580458578100000011e-01
7.480000000000000426e+00,1.425290110000000077e+01,7.579804595900000441e-01
7.490000000000000213e+00,1.425301299900000096e+01,7.580608296599999907e-01
7.500000000000000000e+00,1.425284953400000099e+01,7.580027173399999096e-01
7.509999999999999787e+00,1.425297294399999970e+01,7.580997296399999419e-01
7.519999999999999574e+00,1.425293750299999829e+01,7.580018157900000331e-01
7.530000000000000249e+00,1.425292126200000098e+01,7.581329383299999503e-01
7.540000000000000036e+00,1.425289725099999849e+01,7.580364363099999503e-01
7.549999999999999822e+00,1.425300919399999877e+01,7.581242138399999497e-01
7.559999999999999609e+00,1.425284571800000144e+01,7.580832704700000146e-01
7.570000000000000284e+00,1.425296928199999869e+01,7.581406605199999538e-01
7.580000000000000071e+00,1.425293377100000036e+01,7.580874885199999635e-01
7.589999999999999858e+00,1.425291767499999906e+01,7.581828518300000042e-01
7.599999999999999645e+00,1.425289365300000100e+01,7.581048608299999492e-01
7.610000000000000320e+00,1.425300563499999917e+01,7.581875567699999374e-01
7.620000000000000107e+00,1.425284228599999992e+01,7.581244396499999816e-01
7.629999999999999893e+00,1.425296574000000049e+01,7.582375975299999737e-01
7.639999999999999680e+00,1.425293055200000047e+01,7.580913053999999152e-01
7.650000000000000355e+00,1.425291413199999901e+01,7.583069576300000003e-01
7.660000000000000142e+00,1.425289049300000066e+01,7.581024464900000259e-01
7.669999999999999929e+00,1.425300230500000076e+01,7.582761381899999487e-01
7.679999999999999716e+00,1.425283901699999944e+01,7.581897055399999807e-01
7.690000000000000391e+00,1.425296267999999955e+01,7.582507840600000160e-01
7.700000000000000178e+00,1.425292717899999850e+01,7.582177362099999929e-01
7.709999999999999964e+00,1.425291129600000062e+01,7.582698549399999877e-01
