time_window,total_iterations,iterations,converged,qn_columns,deleted_qn_columns,dropped_qn_columns
1817,3771,2,1,10,0,1
1818,3772,1,1,10,0,1
1819,3774,2,1,10,0,1
1820,3776,2,1,10,0,1
1821,3778,2,1,10,0,1
1822,3780,2,1,10,0,1
1823,3782,2,1,10,0,1
1824,3784,2,1,10,0,1
1825,3785,1,1,10,0,1
1826,3787,2,1,10,0,1
1827,3789,2,1,10,0,1
1828,3791,2,1,10,0,1
1829,3793,2,1,10,0,1
1830,3795,2,1,10,0,1
1831,3797,2,1,10,0,1
1832,3798,1,1,10,0,1
1833,3800,2,1,10,0,1
1834,3802,2,1,10,0,1
1835,3804,2,1,10,0,1
1836,3806,2,1,10,0,1
1837,3808,2,1,10,0,1
1838,3810,2,1,10,0,1
1839,3811,1,1,10,0,1
1840,3813,2,1,10,0,1
1841,3815,2,1,10,0,1
1842,3817,2,1,10,0,1
1843,3819,2,1,10,0,1
1844,3821,2,1,10,0,1
1845,3823,2,1,10,0,1
1846,3824,1,1,10,0,1
1847,3826,2,1,10,0,1
1848,3828,2,1,10,0,1
1849,3830,2,1,10,0,1
1850,3832,2,1,10,0,1
1851,3834,2,1,10,0,1
1852,3836,2,1,10,0,1
1853,3837,1,1,10,0,1
1854,3839,2,1,10,0,1
1855,3841,2,1,10,0,1
1856,3843,2,1,10,0,1
1857,3845,2,1,10,0,1
1858,3847,2,1,10,0,1
1859,3849,2,1,10,0,1
1860,3850,1,1,10,0,1
1861,3852,2,1,10,0,1
1862,3854,2,1,10,0,1
1863,3856,2,1,10,0,1
1864,3858,2,1,10,0,1
1865,3860,2,1,10,0,1
1866,3862,2,1,10,0,1
1867,3863,1,1,10,0,1
1868,3865,2,1,10,0,1
1869,3867,2,1,10,0,1
1870,3869,2,1,10,0,1
1871,3871,2,1,10,0,1
1872,3873,2,1,10,0,1
1873,3875,2,1,10,0,1
1874,3876,1,1,10,0,1
1875,3878,2,1,10,0,1
1876,3880,2,1,10,0,1
1877,3882,2,1,10,0,1
1878,3884,2,1,10,0,1
1879,3886,2,1,10,0,1
1880,3888,2,1,10,0,1
1881,3889,1,1,10,0,1
1882,3891,2,1,10,0,1
1883,3893,2,1,10,0,1
1884,3895,2,1,10,0,1
1885,3897,2,1,10,0,1
1886,3899,2,1,10,0,1
1887,3901,2,1,10,0,1
1888,3903,2,1,10,0,1
1889,3904,1,1,10,0,1
1890,3906,2,1,10,0,1
1891,3908,2,1,10,0,1
1892,3910,2,1,10,0,1
1893,3912,2,1,10,0,1
1894,3914,2,1,10,0,1
1895,3916,2,1,10,0,1
1896,3917,1,1,10,0,1
1897,3919,2,1,10,0,1
1898,3921,2,1,10,0,1
1899,3923,2,1,10,0,1
1900,3925,2,1,10,0,1
1901,3927,2,1,10,0,1
1902,3929,2,1,10,0,1
1903,3931,2,1,10,0,1
1904,3932,1,1,10,0,1
1905,3934,2,1,10,0,1
1906,3936,2,1,10,0,1
1907,3938,2,1,10,0,1
1908,3940,2,1,10,0,1
1909,3942,2,1,10,0,1
1910,3944,2,1,10,0,1
1911,3945,1,1,10,0,1
1912,3947,2,1,10,0,1
1913,3949,2,1,10,0,1
1914,3951,2,1,10,0,1
1915,3953,2,1,10,0,1
1916,3955,2,1,10,0,1
1917,3957,2,1,10,0,1
1918,3958,1,1,10,0,1
1919,3960,2,1,10,0,1
1920,3962,2,1,10,0,1
1921,3964,2,1,10,0,1
1922,3966,2,1,10,0,1
1923,3968,2,1,10,0,1
1924,3970,2,1,10,0,1
1925,3971,1,1,10,0,1
1926,3973,2,1,10,0,1
1927,3975,2,1,10,0,1
1928,3977,2,1,10,0,1
1929,3979,2,1,10,0,1
1930,3981,2,1,10,0,1
1931,3982,1,1,10,0,1
1932,3984,2,1,10,0,1
1933,3986,2,1,10,0,1
1934,3988,2,1,10,0,1
1935,3990,2,1,10,0,1
1936,3992,2,1,10,0,1
1937,3994,2,1,10,0,1
1938,3995,1,1,10,0,1
1939,3997,2,1,10,0,1
1940,3999,2,1,10,0,1
1941,4001,2,1,10,0,1
1942,4003,2,1,10,0,1
1943,4005,2,1,10,0,1
1944,4007,2,1,10,0,1
1945,4008,1,1,10,0,1
1946,4010,2,1,10,0,1
1947,4012,2,1,10,0,1
1948,4014,2,1,10,0,1
1949,4016,2,1,10,0,1
1950,4018,2,1,10,0,1
1951,4020,2,1,10,0,1
1952,4021,1,1,10,0,1
1953,4023,2,1,10,0,1
1954,4025,2,1,10,0,1
1955,4027,2,1,10,0,1
1956,4029,2,1,10,0,1
1957,4031,2,1,10,0,1
1958,4033,2,1,10,0,1
1959,4034,1,1,10,0,1
1960,4036,2,1,10,0,1
1961,4038,2,1,10,0,1
1962,4040,2,1,10,0,1
1963,4042,2,1,10,0,1
1964,4044,2,1,10,0,1
1965,4046,2,1,10,0,1
1966,4047,1,1,10,0,1
1967,4049,2,1,10,0,1
1968,4051,2,1,10,0,1
1969,4053,2,1,10,0,1
1970,4055,2,1,10,0,1
1971,4057,2,1,10,0,1
1972,4059,2,1,10,0,1
1973,4060,1,1,10,0,1
1974,4062,2,1,10,0,1
1975,4064,2,1,10,0,1
1976,4066,2,1,10,0,1
1977,4068,2,1,10,0,1
1978,4070,2,1,10,0,1
1979,4072,2,1,10,0,1
1980,4073,1,1,10,0,1
1981,4075,2,1,10,0,1
1982,4077,2,1,10,0,1
1983,4079,2,1,10,0,1
1984,4081,2,1,10,0,1
1985,4083,2,1,10,0,1
1986,4085,2,1,10,0,1
1987,4086,1,1,10,0,1
1988,4088,2,1,10,0,1
1989,4090,2,1,10,0,1
1990,4092,2,1,10,0,1
1991,4094,2,1,10,0,1
1992,4096,2,1,10,0,1
1993,4098,2,1,10,0,1
1994,4099,1,1,10,0,1
1995,4101,2,1,10,0,1
1996,4103,2,1,10,0,1
1997,4105,2,1,10,0,1
1998,4107,2,1,10,0,1
1999,4109,2,1,10,0,1
2000,4111,2,1,10,0,1
