time_window,total_iterations,iterations,converged,qn_columns,deleted_qn_columns,dropped_qn_columns
942,2129,2,1,10,0,1
943,2131,2,1,10,0,1
944,2133,2,1,10,0,1
945,2135,2,1,10,0,1
946,2137,2,1,10,0,1
947,2139,2,1,10,0,1
948,2141,2,1,10,0,1
949,2143,2,1,10,0,1
950,2145,2,1,10,0,1
951,2147,2,1,10,0,1
952,2149,2,1,10,0,1
953,2151,2,1,10,0,1
954,2153,2,1,10,0,1
955,2155,2,1,10,0,1
956,2157,2,1,10,0,1
957,2159,2,1,10,0,1
958,2161,2,1,10,0,1
959,2163,2,1,10,0,1
960,2165,2,1,10,0,1
961,2167,2,1,10,0,1
962,2169,2,1,10,0,1
963,2171,2,1,10,0,1
964,2173,2,1,10,0,1
965,2175,2,1,10,0,1
966,2177,2,1,10,0,1
967,2179,2,1,10,0,1
968,2181,2,1,10,0,1
969,2183,2,1,10,0,1
970,2185,2,1,10,0,1
971,2187,2,1,10,0,1
972,2189,2,1,10,0,1
973,2191,2,1,10,0,1
974,2193,2,1,10,0,1
975,2195,2,1,10,0,1
976,2197,2,1,10,0,1
977,2199,2,1,10,0,1
978,2201,2,1,10,0,1
979,2203,2,1,10,0,1
980,2205,2,1,10,0,1
981,2207,2,1,10,0,1
982,2209,2,1,10,0,1
983,2211,2,1,10,0,1
984,2213,2,1,10,0,1
985,2215,2,1,10,0,1
986,2217,2,1,10,0,1
987,2219,2,1,10,0,1
988,2221,2,1,10,0,1
989,2223,2,1,10,0,1
990,2225,2,1,10,0,1
991,2227,2,1,10,0,1
992,2229,2,1,10,0,1
993,2231,2,1,10,0,1
994,2233,2,1,10,0,1
995,2235,2,1,10,0,1
996,2237,2,1,10,0,1
997,2239,2,1,10,0,1
998,2241,2,1,10,0,1
999,2243,2,1,10,0,1
1000,2245,2,1,10,0,1
1001,2247,2,1,10,0,1
1002,2249,2,1,10,0,1
1003,2251,2,1,10,0,1
1004,2253,2,1,10,0,1
1005,2255,2,1,10,0,1
1006,2257,2,1,10,0,1
1007,2259,2,1,10,0,1
1008,2261,2,1,10,0,1
1009,2263,2,1,10,0,1
1010,2265,2,1,10,0,1
1011,2267,2,1,10,0,1
1012,2269,2,1,10,0,1
1013,2271,2,1,10,0,1
1014,2273,2,1,10,0,1
1015,2275,2,1,10,0,1
1016,2277,2,1,10,0,1
1017,2279,2,1,10,0,1
1018,2281,2,1,10,0,1
1019,2283,2,1,10,0,1
1020,2285,2,1,10,0,1
1021,2287,2,1,10,0,1
1022,2289,2,1,10,0,1
1023,2291,2,1,10,0,1
1024,2293,2,1,10,0,1
1025,2295,2,1,10,0,1
1026,2297,2,1,10,0,1
1027,2299,2,1,10,0,1
1028,2301,2,1,10,0,1
1029,2303,2,1,10,0,1
1030,2305,2,1,10,0,1
1031,2307,2,1,10,0,1
1032,2309,2,1,10,0,1
1033,2311,2,1,10,0,1
1034,2313,2,1,10,0,1
1035,2315,2,1,10,0,1
1036,2317,2,1,10,0,1
1037,2319,2,1,10,0,1
1038,2321,2,1,10,0,1
1039,2323,2,1,10,0,1
1040,2325,2,1,10,0,1
1041,2327,2,1,10,0,1
1042,2329,2,1,10,0,1
1043,2331,2,1,10,0,1
1044,2333,2,1,10,0,1
1045,2335,2,1,10,0,1
1046,2337,2,1,10,0,1
1047,2339,2,1,10,0,1
1048,2341,2,1,10,0,1
1049,2343,2,1,10,0,1
1050,2345,2,1,10,0,1
1051,2347,2,1,10,0,1
1052,2349,2,1,10,0,1
1053,2351,2,1,10,0,1
1054,2353,2,1,10,0,1
1055,2355,2,1,10,0,1
1056,2357,2,1,10,0,1
1057,2359,2,1,10,0,1
1058,2361,2,1,10,0,1
1059,2363,2,1,10,0,1
1060,2365,2,1,10,0,1
1061,2367,2,1,10,0,1
1062,2369,2,1,10,0,1
1063,2371,2,1,10,0,1
1064,2373,2,1,10,0,1
1065,2375,2,1,10,0,1
1066,2377,2,1,10,0,1
1067,2379,2,1,10,0,1
1068,2381,2,1,10,0,1
1069,2383,2,1,10,0,1
1070,2385,2,1,10,0,1
1071,2387,2,1,10,0,1
1072,2389,2,1,10,0,1
1073,2391,2,1,10,0,1
1074,2393,2,1,10,0,1
1075,2395,2,1,10,0,1
1076,2397,2,1,10,0,1
1077,2399,2,1,10,0,1
1078,2401,2,1,10,0,1
1079,2403,2,1,10,0,1
1080,2405,2,1,10,0,1
1081,2407,2,1,10,0,1
1082,2409,2,1,10,0,1
1083,2411,2,1,10,0,1
1084,2413,2,1,10,0,1
1085,2415,2,1,10,0,1
1086,2417,2,1,10,0,1
1087,2419,2,1,10,0,1
1088,2421,2,1,10,0,1
1089,2423,2,1,10,0,1
1090,2425,2,1,10,0,1
1091,2427,2,1,10,0,1
1092,2429,2,1,10,0,1
1093,2431,2,1,10,0,1
1094,2433,2,1,10,0,1
1095,2435,2,1,10,0,1
1096,2437,2,1,10,0,1
1097,2439,2,1,10,0,1
1098,2441,2,1,10,0,1
1099,2443,2,1,10,0,1
1100,2445,2,1,10,0,1
1101,2447,2,1,10,0,1
1102,2449,2,1,10,0,1
1103,2451,2,1,10,0,1
1104,2453,2,1,10,0,1
1105,2455,2,1,10,0,1
1106,2457,2,1,10,0,1
1107,2459,2,1,10,0,1
1108,2461,2,1,10,0,1
1109,2463,2,1,10,0,1
1110,2465,2,1,10,0,1
1111,2467,2,1,10,0,1
1112,2469,2,1,10,0,1
1113,2471,2,1,10,0,1
1114,2473,2,1,10,0,1
1115,2475,2,1,10,0,1
1116,2477,2,1,10,0,1
1117,2479,2,1,10,0,1
1118,2481,2,1,10,0,1
1119,2483,2,1,10,0,1
1120,2485,2,1,10,0,1
1121,2487,2,1,10,0,1
1122,2489,2,1,10,0,1
1123,2491,2,1,10,0,1
1124,2493,2,1,10,0,1
1125,2495,2,1,10,0,1
1126,2497,2,1,10,0,1
1127,2499,2,1,10,0,1
1128,2501,2,1,10,0,1
1129,2503,2,1,10,0,1
1130,2505,2,1,10,0,1
1131,2507,2,1,10,0,1
1132,2509,2,1,10,0,1
1133,2511,2,1,10,0,1
1134,2513,2,1,10,0,1
1135,2515,2,1,10,0,1
1136,2517,2,1,10,0,1
1137,2519,2,1,10,0,1
1138,2521,2,1,10,0,1
1139,2523,2,1,10,0,1
1140,2525,2,1,10,0,1
1141,2527,2,1,10,0,1
1142,2529,2,1,10,0,1
1143,2531,2,1,10,0,1
1144,2533,2,1,10,0,1
1145,2535,2,1,10,0,1
1146,2537,2,1,10,0,1
1147,2539,2,1,10,0,1
1148,2541,2,1,10,0,1
1149,2543,2,1,10,0,1
1150,2545,2,1,10,0,1
1151,2547,2,1,10,0,1
1152,2549,2,1,10,0,1
1153,2551,2,1,10,0,1
1154,2553,2,1,10,0,1
1155,2555,2,1,10,0,1
1156,2557,2,1,10,0,1
1157,2559,2,1,10,0,1
1158,2561,2,1,10,0,1
1159,2563,2,1,10,0,1
1160,2565,2,1,10,0,1
1161,2567,2,1,10,0,1
1162,2569,2,1,10,0,1
1163,2571,2,1,10,0,1
1164,2573,2,1,10,0,1
1165,2575,2,1,10,0,1
1166,2577,2,1,10,0,1
1167,2579,2,1,10,0,1
1168,2581,2,1,10,0,1
1169,2583,2,1,10,0,1
1170,2585,2,1,10,0,1
1171,2587,2,1,10,0,1
1172,2589,2,1,10,0,1
1173,2591,2,1,10,0,1
1174,2593,2,1,10,0,1
1175,2595,2,1,10,0,1
1176,2597,2,1,10,0,1
1177,2599,2,1,10,0,1
1178,2601,2,1,10,0,1
1179,2603,2,1,10,0,1
1180,2605,2,1,10,0,1
1181,2607,2,1,10,0,1
1182,2609,2,1,10,0,1
1183,2611,2,1,10,0,1
1184,2613,2,1,10,0,1
1185,2615,2,1,10,0,1
1186,2617,2,1,10,0,1
1187,2619,2,1,10,0,1
1188,2621,2,1,10,0,1
1189,2623,2,1,10,0,1
1190,2625,2,1,10,0,1
1191,2627,2,1,10,0,1
1192,2629,2,1,10,0,1
1193,2631,2,1,10,0,1
1194,2633,2,1,10,0,1
1195,2635,2,1,10,0,1
1196,2637,2,1,10,0,1
1197,2639,2,1,10,0,1
1198,2641,2,1,10,0,1
1199,2643,2,1,10,0,1
1200,2645,2,1,10,0,1
1201,2647,2,1,10,0,1
1202,2649,2,1,10,0,1
1203,2651,2,1,10,0,1
1204,2653,2,1,10,0,1
1205,2655,2,1,10,0,1
1206,2657,2,1,10,0,1
1207,2659,2,1,10,0,1
1208,2661,2,1,10,0,1
1209,2663,2,1,10,0,1
1210,2665,2,1,10,0,1
1211,2667,2,1,10,0,1
1212,2669,2,1,10,0,1
1213,2671,2,1,10,0,1
1214,2673,2,1,10,0,1
1215,2675,2,1,10,0,1
1216,2677,2,1,10,0,1
1217,2679,2,1,10,0,1
1218,2681,2,1,10,0,1
1219,2683,2,1,10,0,1
1220,2685,2,1,10,0,1
1221,2687,2,1,10,0,1
1222,2689,2,1,10,0,1
1223,2691,2,1,10,0,1
1224,2693,2,1,10,0,1
1225,2695,2,1,10,0,1
1226,2697,2,1,10,0,1
1227,2699,2,1,10,0,1
1228,2701,2,1,10,0,1
1229,2703,2,1,10,0,1
1230,2705,2,1,10,0,1
1231,2707,2,1,10,0,1
1232,2709,2,1,10,0,1
1233,2711,2,1,10,0,1
1234,2713,2,1,10,0,1
1235,2715,2,1,10,0,1
1236,2717,2,1,10,0,1
1237,2719,2,1,10,0,1
1238,2721,2,1,10,0,1
1239,2723,2,1,10,0,1
1240,2725,2,1,10,0,1
1241,2727,2,1,10,0,1
1242,2729,2,1,10,0,1
1243,2731,2,1,10,0,1
1244,2733,2,1,10,0,1
1245,2735,2,1,10,0,1
1246,2737,2,1,10,0,1
1247,2739,2,1,10,0,1
1248,2741,2,1,10,0,1
1249,2743,2,1,10,0,1
1250,2745,2,1,10,0,1
1251,2747,2,1,10,0,1
1252,2748,1,1,10,0,1
1253,2750,2,1,10,0,1
1254,2752,2,1,10,0,1
1255,2754,2,1,10,0,1
1256,2756,2,1,10,0,1
1257,2758,2,1,10,0,1
1258,2759,1,1,10,0,1
1259,2761,2,1,10,0,1
1260,2762,1,1,10,0,1
1261,2764,2,1,10,0,1
1262,2766,2,1,10,0,1
1263,2768,2,1,10,0,1
1264,2769,1,1,10,0,1
1265,2771,2,1,10,0,1
1266,2773,2,1,10,0,1
1267,2775,2,1,10,0,1
1268,2777,2,1,10,0,1
1269,2778,1,1,10,0,1
1270,2779,1,1,10,0,1
1271,2781,2,1,10,0,1
1272,2782,1,1,10,0,1
1273,2784,2,1,10,0,1
1274,2786,2,1,10,0,1
1275,2788,2,1,10,0,1
1276,2790,2,1,10,0,1
1277,2792,2,1,10,0,1
1278,2793,1,1,10,0,1
1279,2795,2,1,10,0,1
1280,2797,2,1,10,0,1
1281,2799,2,1,10,0,1
1282,2801,2,1,10,0,1
1283,2803,2,1,10,0,1
1284,2805,2,1,10,0,1
1285,2806,1,1,10,0,1
1286,2808,2,1,10,0,1
1287,2810,2,1,10,0,1
1288,2812,2,1,10,0,1
1289,2814,2,1,10,0,1
1290,2816,2,1,10,0,1
1291,2818,2,1,10,0,1
1292,2819,1,1,10,0,1
1293,2821,2,1,10,0,1
1294,2823,2,1,10,0,1
1295,2824,1,1,10,0,1
1296,2826,2,1,10,0,1
1297,2828,2,1,10,0,1
1298,2829,1,1,10,0,1
1299,2831,2,1,10,0,1
1300,2833,2,1,10,0,1
1301,2835,2,1,10,0,1
1302,2837,2,1,10,0,1
1303,2838,1,1,10,0,1
1304,2840,2,1,10,0,1
1305,2842,2,1,10,0,1
1306,2844,2,1,10,0,1
1307,2845,1,1,10,0,1
1308,2847,2,1,10,0,1
1309,2849,2,1,10,0,1
1310,2851,2,1,10,0,1
1311,2853,2,1,10,0,1
1312,2854,1,1,10,0,1
1313,2856,2,1,10,0,1
1314,2858,2,1,10,0,1
1315,2860,2,1,10,0,1
1316,2862,2,1,10,0,1
1317,2864,2,1,10,0,1
1318,2866,2,1,10,0,1
1319,2867,1,1,10,0,1
1320,2869,2,1,10,0,1
1321,2871,2,1,10,0,1
1322,2872,1,1,10,0,1
1323,2874,2,1,10,0,1
1324,2876,2,1,10,0,1
1325,2878,2,1,10,0,1
1326,2880,2,1,10,0,1
1327,2882,2,1,10,0,1
1328,2884,2,1,10,0,1
1329,2885,1,1,10,0,1
1330,2887,2,1,10,0,1
1331,2889,2,1,10,0,1
1332,2890,1,1,10,0,1
1333,2892,2,1,10,0,1
1334,2893,1,1,10,0,1
1335,2895,2,1,10,0,1
1336,2897,2,1,10,0,1
1337,2898,1,1,10,0,1
1338,2899,1,1,10,0,1
1339,2901,2,1,10,0,1
1340,2903,2,1,10,0,1
1341,2905,2,1,10,0,1
1342,2907,2,1,10,0,1
1343,2909,2,1,10,0,1
1344,2910,1,1,10,0,1
1345,2911,1,1,10,0,1
1346,2912,1,1,10,0,1
1347,2914,2,1,10,0,1
1348,2915,1,1,10,0,1
1349,2917,2,1,10,0,1
1350,2919,2,1,10,0,1
1351,2921,2,1,10,0,1
1352,2922,1,1,10,0,1
1353,2924,2,1,10,0,1
1354,2926,2,1,10,0,1
1355,2928,2,1,10,0,1
1356,2930,2,1,10,0,1
1357,2932,2,1,10,0,1
1358,2934,2,1,10,0,1
1359,2935,1,1,10,0,1
1360,2936,1,1,10,0,1
1361,2938,2,1,10,0,1
1362,2940,2,1,10,0,1
1363,2941,1,1,10,0,1
1364,2943,2,1,10,0,1
1365,2945,2,1,10,0,1
1366,2947,2,1,10,0,1
1367,2949,2,1,10,0,1
1368,2950,1,1,10,0,1
1369,2952,2,1,10,0,1
1370,2954,2,1,10,0,1
1371,2955,1,1,10,0,1
1372,2957,2,1,10,0,1
1373,2959,2,1,10,0,1
1374,2961,2,1,10,0,1
1375,2963,2,1,10,0,1
1376,2965,2,1,10,0,1
1377,2967,2,1,10,0,1
1378,2969,2,1,10,0,1
1379,2971,2,1,10,0,1
1380,2972,1,1,10,0,1
1381,2973,1,1,10,0,1
1382,2975,2,1,10,0,1
1383,2977,2,1,10,0,1
1384,2979,2,1,10,0,1
1385,2981,2,1,10,0,1
1386,2982,1,1,10,0,1
1387,2984,2,1,10,0,1
1388,2986,2,1,10,0,1
1389,2987,1,1,10,0,1
1390,2989,2,1,10,0,1
1391,2990,1,1,10,0,1
1392,2992,2,1,10,0,1
1393,2994,2,1,10,0,1
1394,2996,2,1,10,0,1
1395,2997,1,1,10,0,1
1396,2999,2,1,10,0,1
1397,3001,2,1,10,0,1
1398,3003,2,1,10,0,1
1399,3005,2,1,10,0,1
1400,3007,2,1,10,0,1
1401,3009,2,1,10,0,1
1402,3010,1,1,10,0,1
1403,3012,2,1,10,0,1
1404,3014,2,1,10,0,1
1405,3016,2,1,10,0,1
1406,3018,2,1,10,0,1
1407,3019,1,1,10,0,1
1408,3020,1,1,10,0,1
1409,3021,1,1,10,0,1
1410,3023,2,1,10,0,1
1411,3025,2,1,10,0,1
1412,3027,2,1,10,0,1
1413,3029,2,1,10,0,1
1414,3031,2,1,10,0,1
1415,3033,2,1,10,0,1
1416,3034,1,1,10,0,1
1417,3035,1,1,10,0,1
1418,3036,1,1,10,0,1
1419,3038,2,1,10,0,1
1420,3040,2,1,10,0,1
1421,3042,2,1,10,0,1
1422,3044,2,1,10,0,1
1423,3046,2,1,10,0,1
1424,3048,2,1,10,0,1
1425,3049,1,1,10,0,1
1426,3051,2,1,10,0,1
1427,3053,2,1,10,0,1
1428,3055,2,1,10,0,1
1429,3057,2,1,10,0,1
1430,3059,2,1,10,0,1
1431,3060,1,1,10,0,1
1432,3062,2,1,10,0,1
1433,3064,2,1,10,0,1
1434,3066,2,1,10,0,1
1435,3068,2,1,10,0,1
1436,3070,2,1,10,0,1
1437,3072,2,1,10,0,1
1438,3074,2,1,10,0,1
1439,3075,1,1,10,0,1
1440,3076,1,1,10,0,1
1441,3078,2,1,10,0,1
1442,3079,1,1,10,0,1
1443,3081,2,1,10,0,1
1444,3083,2,1,10,0,1
1445,3085,2,1,10,0,1
1446,3087,2,1,10,0,1
1447,3089,2,1,10,0,1
1448,3091,2,1,10,0,1
1449,3092,1,1,10,0,1
1450,3094,2,1,10,0,1
1451,3096,2,1,10,0,1
1452,3098,2,1,10,0,1
1453,3100,2,1,10,0,1
1454,3102,2,1,10,0,1
1455,3104,2,1,10,0,1
1456,3106,2,1,10,0,1
1457,3107,1,1,10,0,1
1458,3108,1,1,10,0,1
1459,3110,2,1,10,0,1
1460,3112,2,1,10,0,1
1461,3114,2,1,10,0,1
1462,3116,2,1,10,0,1
1463,3118,2,1,10,0,1
1464,3120,2,1,10,0,1
1465,3121,1,1,10,0,1
1466,3123,2,1,10,0,1
1467,3125,2,1,10,0,1
1468,3127,2,1,10,0,1
1469,3129,2,1,10,0,1
1470,3131,2,1,10,0,1
1471,3132,1,1,10,0,1
1472,3134,2,1,10,0,1
1473,3136,2,1,10,0,1
1474,3138,2,1,10,0,1
1475,3140,2,1,10,0,1
1476,3142,2,1,10,0,1
1477,3144,2,1,10,0,1
1478,3145,1,1,10,0,1
1479,3147,2,1,10,0,1
1480,3149,2,1,10,0,1
1481,3151,2,1,10,0,1
1482,3153,2,1,10,0,1
1483,3155,2,1,10,0,1
1484,3157,2,1,10,0,1
1485,3158,1,1,10,0,1
1486,3160,2,1,10,0,1
1487,3162,2,1,10,0,1
1488,3164,2,1,10,0,1
1489,3166,2,1,10,0,1
1490,3168,2,1,10,0,1
1491,3170,2,1,10,0,1
1492,3171,1,1,10,0,1
1493,3173,2,1,10,0,1
1494,3175,2,1,10,0,1
1495,3177,2,1,10,0,1
1496,3179,2,1,10,0,1
1497,3181,2,1,10,0,1
1498,3183,2,1,10,0,1
1499,3184,1,1,10,0,1
1500,3186,2,1,10,0,1
1501,3188,2,1,10,0,1
1502,3190,2,1,10,0,1
1503,3192,2,1,10,0,1
1504,3194,2,1,10,0,1
1505,3196,2,1,10,0,1
1506,3197,1,1,10,0,1
1507,3199,2,1,10,0,1
1508,3201,2,1,10,0,1
1509,3203,2,1,10,0,1
1510,3205,2,1,10,0,1
1511,3207,2,1,10,0,1
1512,3209,2,1,10,0,1
1513,3210,1,1,10,0,1
1514,3212,2,1,10,0,1
1515,3214,2,1,10,0,1
1516,3216,2,1,10,0,1
1517,3218,2,1,10,0,1
1518,3220,2,1,10,0,1
1519,3222,2,1,10,0,1
1520,3223,1,1,10,0,1
1521,3225,2,1,10,0,1
1522,3227,2,1,10,0,1
1523,3229,2,1,10,0,1
1524,3231,2,1,10,0,1
1525,3233,2,1,10,0,1
1526,3235,2,1,10,0,1
1527,3236,1,1,10,0,1
1528,3238,2,1,10,0,1
1529,3240,2,1,10,0,1
1530,3242,2,1,10,0,1
1531,3244,2,1,10,0,1
1532,3246,2,1,10,0,1
1533,3248,2,1,10,0,1
1534,3249,1,1,10,0,1
1535,3251,2,1,10,0,1
1536,3253,2,1,10,0,1
1537,3255,2,1,10,0,1
1538,3257,2,1,10,0,1
1539,3259,2,1,10,0,1
1540,3261,2,1,10,0,1
1541,3262,1,1,10,0,1
1542,3264,2,1,10,0,1
1543,3266,2,1,10,0,1
1544,3268,2,1,10,0,1
1545,3270,2,1,10,0,1
1546,3272,2,1,10,0,1
1547,3274,2,1,10,0,1
1548,3275,1,1,10,0,1
1549,3277,2,1,10,0,1
1550,3279,2,1,10,0,1
1551,3281,2,1,10,0,1
1552,3283,2,1,10,0,1
1553,3284,1,1,10,0,1
1554,3286,2,1,10,0,1
1555,3288,2,1,10,0,1
1556,3290,2,1,10,0,1
1557,3292,2,1,10,0,1
1558,3294,2,1,10,0,1
1559,3296,2,1,10,0,1
1560,3297,1,1,10,0,1
1561,3299,2,1,10,0,1
1562,3301,2,1,10,0,1
1563,3303,2,1,10,0,1
1564,3305,2,1,10,0,1
1565,3307,2,1,10,0,1
1566,3309,2,1,10,0,1
1567,3310,1,1,10,0,1
1568,3312,2,1,10,0,1
1569,3314,2,1,10,0,1
1570,3316,2,1,10,0,1
1571,3318,2,1,10,0,1
1572,3320,2,1,10,0,1
1573,3322,2,1,10,0,1
1574,3323,1,1,10,0,1
1575,3325,2,1,10,0,1
1576,3327,2,1,10,0,1
1577,3329,2,1,10,0,1
1578,3331,2,1,10,0,1
1579,3333,2,1,10,0,1
1580,3335,2,1,10,0,1
1581,3336,1,1,10,0,1
1582,3338,2,1,10,0,1
1583,3340,2,1,10,0,1
1584,3342,2,1,10,0,1
1585,3344,2,1,10,0,1
1586,3346,2,1,10,0,1
1587,3347,1,1,10,0,1
1588,3349,2,1,10,0,1
1589,3351,2,1,10,0,1
1590,3353,2,1,10,0,1
1591,3355,2,1,10,0,1
1592,3357,2,1,10,0,1
1593,3358,1,1,10,0,1
1594,3360,2,1,10,0,1
1595,3362,2,1,10,0,1
1596,3364,2,1,10,0,1
1597,3366,2,1,10,0,1
1598,3368,2,1,10,0,1
1599,3370,2,1,10,0,1
1600,3372,2,1,10,0,1
1601,3373,1,1,10,0,1
1602,3375,2,1,10,0,1
1603,3377,2,1,10,0,1
1604,3379,2,1,10,0,1
1605,3381,2,1,10,0,1
1606,3383,2,1,10,0,1
1607,3384,1,1,10,0,1
1608,3386,2,1,10,0,1
1609,3388,2,1,10,0,1
1610,3390,2,1,10,0,1
1611,3392,2,1,10,0,1
1612,3394,2,1,10,0,1
1613,3396,2,1,10,0,1
1614,3397,1,1,10,0,1
1615,3399,2,1,10,0,1
1616,3401,2,1,10,0,1
1617,3403,2,1,10,0,1
1618,3405,2,1,10,0,1
1619,3407,2,1,10,0,1
1620,3409,2,1,10,0,1
1621,3410,1,1,10,0,1
1622,3412,2,1,10,0,1
1623,3414,2,1,10,0,1
1624,3416,2,1,10,0,1
1625,3418,2,1,10,0,1
1626,3419,1,1,10,0,1
1627,3421,2,1,10,0,1
1628,3423,2,1,10,0,1
1629,3425,2,1,10,0,1
1630,3427,2,1,10,0,1
1631,3429,2,1,10,0,1
1632,3431,2,1,10,0,1
1633,3433,2,1,10,0,1
1634,3434,1,1,10,0,1
1635,3436,2,1,10,0,1
1636,3438,2,1,10,0,1
1637,3440,2,1,10,0,1
1638,3442,2,1,10,0,1
1639,3444,2,1,10,0,1
1640,3446,2,1,10,0,1
1641,3448,2,1,10,0,1
1642,3449,1,1,10,0,1
1643,3450,1,1,10,0,1
1644,3451,1,1,10,0,1
1645,3453,2,1,10,0,1
1646,3455,2,1,10,0,1
1647,3457,2,1,10,0,1
1648,3459,2,1,10,0,1
1649,3460,1,1,10,0,1
1650,3462,2,1,10,0,1
1651,3464,2,1,10,0,1
1652,3466,2,1,10,0,1
1653,3468,2,1,10,0,1
1654,3470,2,1,10,0,1
1655,3472,2,1,10,0,1
1656,3473,1,1,10,0,1
1657,3475,2,1,10,0,1
1658,3477,2,1,10,0,1
1659,3479,2,1,10,0,1
1660,3481,2,1,10,0,1
1661,3483,2,1,10,0,1
1662,3484,1,1,10,0,1
1663,3486,2,1,10,0,1
1664,3488,2,1,10,0,1
1665,3490,2,1,10,0,1
1666,3492,2,1,10,0,1
1667,3494,2,1,10,0,1
1668,3496,2,1,10,0,1
1669,3497,1,1,10,0,1
1670,3499,2,1,10,0,1
1671,3501,2,1,10,0,1
1672,3503,2,1,10,0,1
1673,3505,2,1,10,0,1
1674,3507,2,1,10,0,1
1675,3509,2,1,10,0,1
1676,3511,2,1,10,0,1
1677,3512,1,1,10,0,1
1678,3514,2,1,10,0,1
1679,3515,1,1,10,0,1
1680,3516,1,1,10,0,1
1681,3518,2,1,10,0,1
1682,3520,2,1,10,0,1
1683,3522,2,1,10,0,1
1684,3524,2,1,10,0,1
1685,3526,2,1,10,0,1
1686,3527,1,1,10,0,1
1687,3529,2,1,10,0,1
1688,3531,2,1,10,0,1
1689,3533,2,1,10,0,1
1690,3535,2,1,10,0,1
1691,3537,2,1,10,0,1
1692,3539,2,1,10,0,1
1693,3540,1,1,10,0,1
1694,3542,2,1,10,0,1
1695,3544,2,1,10,0,1
1696,3546,2,1,10,0,1
1697,3548,2,1,10,0,1
1698,3550,2,1,10,0,1
1699,3552,2,1,10,0,1
1700,3553,1,1,10,0,1
1701,3555,2,1,10,0,1
1702,3557,2,1,10,0,1
1703,3559,2,1,10,0,1
1704,3561,2,1,10,0,1
1705,3563,2,1,10,0,1
1706,3565,2,1,10,0,1
1707,3566,1,1,10,0,1
1708,3568,2,1,10,0,1
1709,3570,2,1,10,0,1
1710,3572,2,1,10,0,1
1711,3574,2,1,10,0,1
1712,3576,2,1,10,0,1
1713,3578,2,1,10,0,1
1714,3579,1,1,10,0,1
1715,3581,2,1,10,0,1
1716,3583,2,1,10,0,1
1717,3585,2,1,10,0,1
1718,3587,2,1,10,0,1
1719,3589,2,1,10,0,1
1720,3591,2,1,10,0,1
1721,3592,1,1,10,0,1
1722,3594,2,1,10,0,1
1723,3596,2,1,10,0,1
1724,3598,2,1,10,0,1
1725,3600,2,1,10,0,1
1726,3602,2,1,10,0,1
1727,3604,2,1,10,0,1
1728,3606,2,1,10,0,1
1729,3607,1,1,10,0,1
1730,3609,2,1,10,0,1
1731,3611,2,1,10,0,1
1732,3613,2,1,10,0,1
1733,3615,2,1,10,0,1
1734,3617,2,1,10,0,1
1735,3619,2,1,10,0,1
1736,3620,1,1,10,0,1
1737,3622,2,1,10,0,1
1738,3624,2,1,10,0,1
1739,3626,2,1,10,0,1
1740,3628,2,1,10,0,1
1741,3630,2,1,10,0,1
1742,3632,2,1,10,0,1
1743,3633,1,1,10,0,1
1744,3635,2,1,10,0,1
1745,3637,2,1,10,0,1
1746,3639,2,1,10,0,1
1747,3641,2,1,10,0,1
1748,3643,2,1,10,0,1
1749,3645,2,1,10,0,1
1750,3646,1,1,10,0,1
1751,3648,2,1,10,0,1
1752,3650,2,1,10,0,1
1753,3652,2,1,10,0,1
1754,3654,2,1,10,0,1
1755,3656,2,1,10,0,1
1756,3658,2,1,10,0,1
1757,3659,1,1,10,0,1
1758,3661,2,1,10,0,1
1759,3663,2,1,10,0,1
1760,3665,2,1,10,0,1
1761,3667,2,1,10,0,1
1762,3669,2,1,10,0,1
1763,3671,2,1,10,0,1
1764,3672,1,1,10,0,1
1765,3674,2,1,10,0,1
1766,3676,2,1,10,0,1
1767,3678,2,1,10,0,1
1768,3680,2,1,10,0,1
1769,3682,2,1,10,0,1
1770,3684,2,1,10,0,1
1771,3685,1,1,10,0,1
1772,3687,2,1,10,0,1
1773,3689,2,1,10,0,1
1774,3691,2,1,10,0,1
1775,3693,2,1,10,0,1
1776,3695,2,1,10,0,1
1777,3697,2,1,10,0,1
1778,3698,1,1,10,0,1
1779,3700,2,1,10,0,1
1780,3702,2,1,10,0,1
1781,3704,2,1,10,0,1
1782,3706,2,1,10,0,1
1783,3708,2,1,10,0,1
1784,3710,2,1,10,0,1
1785,3711,1,1,10,0,1
1786,3713,2,1,10,0,1
1787,3715,2,1,10,0,1
1788,3717,2,1,10,0,1
1789,3719,2,1,10,0,1
1790,3721,2,1,10,0,1
1791,3722,1,1,10,0,1
1792,3724,2,1,10,0,1
1793,3726,2,1,10,0,1
1794,3728,2,1,10,0,1
1795,3730,2,1,10,0,1
1796,3732,2,1,10,0,1
1797,3734,2,1,10,0,1
1798,3735,1,1,10,0,1
1799,3737,2,1,10,0,1
1800,3739,2,1,10,0,1
1801,3741,2,1,10,0,1
1802,3743,2,1,10,0,1
1803,3745,2,1,10,0,1
1804,3747,2,1,10,0,1
1805,3748,1,1,10,0,1
1806,3750,2,1,10,0,1
1807,3752,2,1,10,0,1
1808,3754,2,1,10,0,1
1809,3756,2,1,10,0,1
1810,3758,2,1,10,0,1
1811,3759,1,1,10,0,1
1812,3761,2,1,10,0,1
1813,3763,2,1,10,0,1
1814,3765,2,1,10,0,1
1815,3767,2,1,10,0,1
1816,3769,2,1,10,0,1
