time_s,ux_m,uy_m
7.660000000000000142e+00,2.199556250000000071e-05,8.113269279999999958e-04
7.669999999999999929e+00,2.199547500000000136e-05,8.113397419999999680e-04
7.679999999999999716e+00,2.199538839999999978e-05,8.113525010000000514e-04
7.690000000000000391e+00,2.199530090000000043e-05,8.113651909999999769e-04
7.700000000000000178e+00,2.199521320000000121e-05,8.113778240000000218e-04
7.709999999999999964e+00,2.199512699999999938e-05,8.113904140000000216e-04
7.719999999999999751e+00,2.199504009999999967e-05,8.114029399999999519e-04
7.730000000000000426e+00,2.199495300000000008e-05,8.114154159999999736e-04
7.740000000000000213e+00,2.199486659999999838e-05,8.114278479999999542e-04
7.750000000000000000e+00,2.199477989999999855e-05,8.114402230000000542e-04
7.759999999999999787e+00,2.199469310000000047e-05,8.114525599999999807e-04
7.769999999999999574e+00,2.199460770000000154e-05,8.114648630000000432e-04
7.780000000000000249e+00,2.199452120000000159e-05,8.114771050000000241e-04
7.790000000000000036e+00,2.199443479999999988e-05,8.114893120000000364e-04
7.799999999999999822e+00,2.199434960000000083e-05,8.115014859999999637e-04
7.809999999999999609e+00,2.199426359999999888e-05,8.115136089999999865e-04
7.820000000000000284e+00,2.199417749999999869e-05,8.115257010000000246e-04
7.830000000000000071e+00,2.199409280000000103e-05,8.115377540000000018e-04
7.839999999999999858e+00,2.199400679999999908e-05,8.115497559999999659e-04
7.849999999999999645e+00,2.199392129999999852e-05,8.115617199999999734e-04
7.860000000000000320e+00,2.199383689999999899e-05,8.115736529999999964e-04
7.870000000000000107e+00,2.199375169999999994e-05,8.115855419999999784e-04
7.879999999999999893e+00,2.199366639999999926e-05,8.115973989999999798e-04
7.889999999999999680e+00,2.199358250000000111e-05,8.116092240000000006e-04
7.900000000000000355e+00,2.199349760000000019e-05,8.116210029999999884e-04
7.910000000000000142e+00,2.199341289999999914e-05,8.116327499999999957e-04
7.919999999999999929e+00,2.199332909999999924e-05,8.116444660000000184e-04
7.929999999999999716e+00,2.199324460000000146e-05,8.116561389999999961e-04
7.940000000000000391e+00,2.199316010000000029e-05,8.116677819999999852e-04
7.950000000000000178e+00,2.199307720000000154e-05,8.116793969999999778e-04
7.959999999999999964e+00,2.199299310000000013e-05,8.116909619999999534e-04
7.969999999999999751e+00,2.199290899999999872e-05,8.117025000000000368e-04
7.980000000000000426e+00,2.199282609999999997e-05,8.117140090000000193e-04
7.990000000000000213e+00,2.199274289999999970e-05,8.117254669999999887e-04
8.000000000000000000e+00,2.199265940000000132e-05,8.117368979999999576e-04
8.009999999999999787e+00,2.199257689999999893e-05,8.117483050000000224e-04
8.019999999999999574e+00,2.199249360000000042e-05,8.117596599999999697e-04
8.029999999999999361e+00,2.199241099999999980e-05,8.117709689999999924e-04
8.039999999999999147e+00,2.199232899999999880e-05,8.117822659999999546e-04
8.050000000000000711e+00,2.199224610000000005e-05,8.117935120000000122e-04
8.060000000000000497e+00,2.199216329999999954e-05,8.118047279999999729e-04
8.070000000000000284e+00,2.199208239999999958e-05,8.118159240000000134e-04
8.080000000000000071e+00,2.199200050000000022e-05,8.118270539999999924e-04
8.089999999999999858e+00,2.199191820000000110e-05,8.118381529999999869e-04
8.099999999999999645e+00,2.199183679999999974e-05,8.118492100000000407e-04
8.109999999999999432e+00,2.199175539999999839e-05,8.118602240000000496e-04
8.119999999999999218e+00,2.199167429999999854e-05,8.118712059999999694e-04
8.130000000000000782e+00,2.199159409999999984e-05,8.118821570000000131e-04
8.140000000000000568e+00,2.199151249999999861e-05,8.118930519999999554e-04
8.150000000000000355e+00,2.199143150000000039e-05,8.119039160000000215e-04
8.160000000000000142e+00,2.199135210000000121e-05,8.119147470000000026e-04
8.169999999999999929e+00,2.199127169999999924e-05,8.119255190000000027e-04
8.179999999999999716e+00,2.199119099999999915e-05,8.119362630000000062e-04
8.189999999999999503e+00,2.199111210000000136e-05,8.119469609999999766e-04
8.199999999999999289e+00,2.199103249999999891e-05,8.119576080000000425e-04
8.210000000000000853e+00,2.199095289999999984e-05,8.119682139999999469e-04
8.220000000000000639e+00,2.199087410000000030e-05,8.119787750000000311e-04
8.230000000000000426e+00,2.199079490000000099e-05,8.119892879999999818e-04
8.240000000000000213e+00,2.199071599999999981e-05,8.119997540000000119e-04
8.250000000000000000e+00,2.199063850000000116e-05,8.120101779999999931e-04
8.259999999999999787e+00,2.199055979999999986e-05,8.120205489999999691e-04
8.269999999999999574e+00,2.199048140000000006e-05,8.120308700000000365e-04
8.279999999999999361e+00,2.199040430000000118e-05,8.120411530000000390e-04
8.289999999999999147e+00,2.199032659999999926e-05,8.120513759999999559e-04
8.300000000000000711e+00,2.199024879999999911e-05,8.120615580000000366e-04
8.310000000000000497e+00,2.199017240000000149e-05,8.120716969999999639e-04
8.320000000000000284e+00,2.199009529999999921e-05,8.120817609999999740e-04
8.330000000000000071e+00,2.199001820000000032e-05,8.120917900000000156e-04
8.339999999999999858e+00,2.198994230000000071e-05,8.121017750000000162e-04
8.349999999999999645e+00,2.198986609999999958e-05,8.121116820000000031e-04
8.359999999999999432e+00,2.198979009999999832e-05,8.121215490000000415e-04
8.369999999999999218e+00,2.198971529999999973e-05,8.121313730000000349e-04
8.380000000000000782e+00,2.198963940000000012e-05,8.121411319999999627e-04
8.390000000000000568e+00,2.198956410000000013e-05,8.121508449999999659e-04
8.400000000000000355e+00,2.198949019999999930e-05,8.121604940000000080e-04
8.410000000000000142e+00,2.198941540000000071e-05,8.121700799999999765e-04
8.419999999999999929e+00,2.198934039999999885e-05,8.121796259999999965e-04
8.429999999999999716e+00,2.198926739999999916e-05,8.121891090000000514e-04
8.439999999999999503e+00,2.198919340000000009e-05,8.121985370000000008e-04
8.449999999999999289e+00,2.198911960000000089e-05,8.122079140000000455e-04
8.460000000000000853e+00,2.198904689999999932e-05,8.122172290000000128e-04
8.470000000000000639e+00,2.198897369999999976e-05,8.122264790000000229e-04
8.480000000000000426e+00,2.198890070000000007e-05,8.122356770000000240e-04
8.490000000000000213e+00,2.198882940000000105e-05,8.122448190000000319e-04
8.500000000000000000e+00,2.198875689999999937e-05,8.122538949999999784e-04
8.509999999999999787e+00,2.198868469999999919e-05,8.122629069999999637e-04
8.519999999999999574e+00,2.198861379999999993e-05,8.122718660000000524e-04
8.529999999999999361e+00,2.198854239999999927e-05,8.122807649999999472e-04
8.539999999999999147e+00,2.198847119999999849e-05,8.122895999999999892e-04
8.550000000000000711e+00,2.198840149999999849e-05,8.122983889999999983e-04
8.560000000000000497e+00,2.198833070000000086e-05,8.123071009999999897e-04
8.570000000000000284e+00,2.198826020000000135e-05,8.123157559999999921e-04
8.580000000000000071e+00,2.198819139999999911e-05,8.123243599999999814e-04
8.589999999999999858e+00,2.198812220000000050e-05,8.123328849999999612e-04
8.599999999999999645e+00,2.198805279999999863e-05,8.123413590000000363e-04
8.609999999999999432e+00,2.198798459999999941e-05,8.123497799999999979e-04
8.619999999999999218e+00,2.198791589999999881e-05,8.123581129999999859e-04
8.630000000000000782e+00,2.198784780000000123e-05,8.123663919999999728e-04
8.640000000000000568e+00,2.198778080000000128e-05,8.123746199999999466e-04
8.650000000000000355e+00,2.198771310000000007e-05,8.123827759999999914e-04
8.660000000000000142e+00,2.198764570000000037e-05,8.123908760000000430e-04
8.669999999999999929e+00,2.198758009999999958e-05,8.123989100000000331e-04
8.679999999999999716e+00,2.198751320000000127e-05,8.124068729999999816e-04
8.689999999999999503e+00,2.198744640000000120e-05,8.124147709999999731e-04
8.699999999999999289e+00,2.198738120000000016e-05,8.124226159999999594e-04
8.710000000000000853e+00,2.198731590000000088e-05,8.124303880000000207e-04
8.720000000000000639e+00,2.198725069999999984e-05,8.124381029999999844e-04
8.730000000000000426e+00,2.198718679999999971e-05,8.124457619999999550e-04
8.740000000000000213e+00,2.198712199999999843e-05,8.124533360000000485e-04
8.750000000000000000e+00,2.198705780000000017e-05,8.124608570000000285e-04
8.759999999999999787e+00,2.198699489999999943e-05,8.124683200000000233e-04
8.769999999999999574e+00,2.198693159999999893e-05,8.124757069999999966e-04
8.779999999999999361e+00,2.198686840000000007e-05,8.124830349999999889e-04
8.789999999999999147e+00,2.198680680000000023e-05,8.124903079999999840e-04
8.800000000000000711e+00,2.198674420000000100e-05,8.124975080000000540e-04
8.810000000000000497e+00,2.198668200000000153e-05,8.125046389999999660e-04
8.820000000000000284e+00,2.198662129999999945e-05,8.125117120000000014e-04
8.830000000000000071e+00,2.198655989999999950e-05,8.125187280000000477e-04
8.839999999999999858e+00,2.198649909999999917e-05,8.125256639999999799e-04
8.849999999999999645e+00,2.198643970000000139e-05,8.125325460000000196e-04
8.859999999999999432e+00,2.198637899999999931e-05,8.125393800000000341e-04
8.869999999999999218e+00,2.198631910000000013e-05,8.125461340000000431e-04
8.880000000000000782e+00,2.198626079999999998e-05,8.125528259999999746e-04
8.890000000000000568e+00,2.198620199999999845e-05,8.125594550000000494e-04
8.900000000000000355e+00,2.198614300000000042e-05,8.125660060000000021e-04
8.910000000000000142e+00,2.198608529999999990e-05,8.125725199999999943e-04
8.919999999999999929e+00,2.198602739999999951e-05,8.125789680000000334e-04
8.929999999999999716e+00,2.198597000000000051e-05,8.125853389999999465e-04
8.939999999999999503e+00,2.198591340000000103e-05,8.125916730000000074e-04
8.949999999999999289e+00,2.198585630000000015e-05,8.125979219999999743e-04
8.960000000000000853e+00,2.198579970000000066e-05,8.126041129999999561e-04
8.970000000000000639e+00,2.198574479999999845e-05,8.126102619999999973e-04
8.980000000000000426e+00,2.198568890000000023e-05,8.126163290000000409e-04
8.990000000000000213e+00,2.198563310000000026e-05,8.126223399999999829e-04
9.000000000000000000e+00,2.198557889999999931e-05,8.126282980000000284e-04
9.009999999999999787e+00,2.198552429999999861e-05,8.126341840000000363e-04
9.019999999999999574e+00,2.198546970000000129e-05,8.126400260000000032e-04
9.029999999999999361e+00,2.198541689999999950e-05,8.126458109999999809e-04
9.039999999999999147e+00,2.198536319999999994e-05,8.126515119999999691e-04
9.050000000000000711e+00,2.198530979999999851e-05,8.126571750000000007e-04
9.060000000000000497e+00,2.198525790000000125e-05,8.126627820000000392e-04
9.070000000000000284e+00,2.198520560000000084e-05,8.126683119999999518e-04
9.080000000000000071e+00,2.198515350000000031e-05,8.126738010000000281e-04
9.089999999999999858e+00,2.198510279999999894e-05,8.126792330000000069e-04
9.099999999999999645e+00,2.198505110000000155e-05,8.126846060000000047e-04
9.109999999999999432e+00,2.198500020000000030e-05,8.126899140000000453e-04
9.119999999999999218e+00,2.198495059999999994e-05,8.126951570000000204e-04
9.130000000000000782e+00,2.198490029999999832e-05,8.127003549999999585e-04
9.140000000000000568e+00,2.198485019999999997e-05,8.127055019999999920e-04
9.150000000000000355e+00,2.198480190000000052e-05,8.127106139999999484e-04
9.160000000000000142e+00,2.198475289999999980e-05,8.127156450000000117e-04
9.169999999999999929e+00,2.198470400000000072e-05,8.127206149999999935e-04
9.179999999999999716e+00,2.198465630000000091e-05,8.127255430000000346e-04
9.189999999999999503e+00,2.198460869999999934e-05,8.127304000000000342e-04
9.199999999999999289e+00,2.198456130000000104e-05,8.127352189999999688e-04
9.210000000000000853e+00,2.198451509999999862e-05,8.127399879999999948e-04
9.220000000000000639e+00,2.198446779999999856e-05,8.127446970000000437e-04
9.230000000000000426e+00,2.198442139999999965e-05,8.127493579999999591e-04
9.240000000000000213e+00,2.198437659999999977e-05,8.127539760000000463e-04
9.250000000000000000e+00,2.198433109999999862e-05,8.127585319999999476e-04
9.259999999999999787e+00,2.198428540000000098e-05,8.127630390000000447e-04
9.269999999999999574e+00,2.198424129999999898e-05,8.127675119999999524e-04
9.279999999999999361e+00,2.198419680000000061e-05,8.127719130000000394e-04
9.289999999999999147e+00,2.198415280000000024e-05,8.127762699999999769e-04
9.300000000000000711e+00,2.198410970000000102e-05,8.127805839999999778e-04
9.310000000000000497e+00,2.198406619999999866e-05,8.127848509999999497e-04
9.320000000000000284e+00,2.198402329999999931e-05,8.127890539999999605e-04
9.330000000000000071e+00,2.198398199999999900e-05,8.127932130000000387e-04
9.339999999999999858e+00,2.198393929999999954e-05,8.127973440000000119e-04
9.349999999999999645e+00,2.198389719999999971e-05,8.128014160000000040e-04
9.359999999999999432e+00,2.198385689999999879e-05,8.128054470000000515e-04
9.369999999999999218e+00,2.198381589999999998e-05,8.128094299999999656e-04
9.380000000000000782e+00,2.198377490000000118e-05,8.128133579999999910e-04
9.390000000000000568e+00,2.198373550000000141e-05,8.128172580000000199e-04
9.400000000000000355e+00,2.198369540000000036e-05,8.128211080000000317e-04
9.410000000000000142e+00,2.198365589999999896e-05,8.128249050000000385e-04
9.419999999999999929e+00,2.198361729999999869e-05,8.128286740000000487e-04
9.429999999999999716e+00,2.198357849999999856e-05,8.128323849999999655e-04
9.439999999999999503e+00,2.198353990000000168e-05,8.128360550000000460e-04
9.449999999999999289e+00,2.198350279999999882e-05,8.128396990000000136e-04
9.460000000000000853e+00,2.198346480000000158e-05,8.128432820000000081e-04
9.470000000000000639e+00,2.198342720000000071e-05,8.128468320000000261e-04
9.480000000000000426e+00,2.198339099999999899e-05,8.128503469999999670e-04
9.490000000000000213e+00,2.198335449999999915e-05,8.128538060000000233e-04
9.500000000000000000e+00,2.198331799999999931e-05,8.128572329999999907e-04
9.509999999999999787e+00,2.198328309999999849e-05,8.128606299999999694e-04
9.519999999999999574e+00,2.198324729999999992e-05,8.128639719999999512e-04
9.529999999999999361e+00,2.198321190000000110e-05,8.128672840000000527e-04
9.539999999999999147e+00,2.198317790000000143e-05,8.128705639999999569e-04
9.550000000000000711e+00,2.198314340000000037e-05,8.128737899999999685e-04
9.560000000000000497e+00,2.198310900000000095e-05,8.128769990000000480e-04
9.570000000000000284e+00,2.198307620000000055e-05,8.128801649999999740e-04
9.580000000000000071e+00,2.198304260000000064e-05,8.128832670000000473e-04
9.589999999999999858e+00,2.198300909999999897e-05,8.128863640000000322e-04
9.599999999999999645e+00,2.198297699999999985e-05,8.128894169999999761e-04
9.609999999999999432e+00,2.198294479999999908e-05,8.128924200000000114e-04
9.619999999999999218e+00,2.198291259999999832e-05,8.128954070000000021e-04
9.630000000000000782e+00,2.198288180000000010e-05,8.128983560000000363e-04
9.640000000000000568e+00,2.198284979999999921e-05,8.129012779999999615e-04
9.650000000000000355e+00,2.198281869999999948e-05,8.129041630000000346e-04
9.660000000000000142e+00,2.198278899999999889e-05,8.129070120000000347e-04
9.669999999999999929e+00,2.198275829999999891e-05,8.129098239999999658e-04
9.679999999999999716e+00,2.198272770000000057e-05,8.129126070000000127e-04
9.689999999999999503e+00,2.198269899999999937e-05,8.129153650000000512e-04
9.699999999999999289e+00,2.198266949999999866e-05,8.129180820000000366e-04
9.710000000000000853e+00,2.198264020000000122e-05,8.129207740000000135e-04
9.720000000000000639e+00,2.198261200000000142e-05,8.129234330000000138e-04
9.730000000000000426e+00,2.198258339999999847e-05,8.129260580000000416e-04
9.740000000000000213e+00,2.198255499999999878e-05,8.129286559999999605e-04
9.750000000000000000e+00,2.198252809999999988e-05,8.129312380000000516e-04
9.759999999999999787e+00,2.198250009999999996e-05,8.129337740000000014e-04
9.769999999999999574e+00,2.198247249999999979e-05,8.129362789999999665e-04
9.779999999999999361e+00,2.198244620000000052e-05,8.129387739999999717e-04
9.789999999999999147e+00,2.198241959999999975e-05,8.129412230000000522e-04
9.800000000000000711e+00,2.198239290000000073e-05,8.129436509999999998e-04
9.810000000000000497e+00,2.198236749999999922e-05,8.129460630000000113e-04
9.820000000000000284e+00,2.198234130000000159e-05,8.129484329999999738e-04
9.830000000000000071e+00,2.198231550000000033e-05,8.129507860000000042e-04
9.839999999999999858e+00,2.198229110000000160e-05,8.129531130000000301e-04
9.849999999999999645e+00,2.198226589999999997e-05,8.129554029999999870e-04
9.859999999999999432e+00,2.198224069999999835e-05,8.129576780000000039e-04
9.869999999999999218e+00,2.198221729999999901e-05,8.129599339999999882e-04
9.880000000000000782e+00,2.198219290000000029e-05,8.129621520000000160e-04
9.890000000000000568e+00,2.198216870000000144e-05,8.129643500000000153e-04
9.900000000000000355e+00,2.198214560000000023e-05,8.129665269999999900e-04
9.910000000000000142e+00,2.198212209999999926e-05,8.129686699999999922e-04
9.919999999999999929e+00,2.198209880000000157e-05,8.129707959999999539e-04
9.929999999999999716e+00,2.198207700000000126e-05,8.129729079999999716e-04
9.939999999999999503e+00,2.198205400000000168e-05,8.129749850000000206e-04
9.949999999999999289e+00,2.198203130000000023e-05,8.129770400000000492e-04
9.960000000000000853e+00,2.198200989999999968e-05,8.129790840000000133e-04
9.970000000000000639e+00,2.198198809999999938e-05,8.129810969999999928e-04
9.980000000000000426e+00,2.198196620000000083e-05,8.129830889999999479e-04
9.990000000000000213e+00,2.198194559999999979e-05,8.129850689999999509e-04
1.000000000000000000e+01,2.198192410000000100e-05,8.129870179999999693e-04
1.000999999999999979e+01,2.198190330000000009e-05,8.129889459999999632e-04
1.001999999999999957e+01,2.198188340000000032e-05,8.129908570000000251e-04
1.002999999999999936e+01,2.198186279999999929e-05,8.129927399999999820e-04
1.003999999999999915e+01,2.198184229999999988e-05,8.129946040000000148e-04
1.005000000000000071e+01,2.198182350000000114e-05,8.129964730000000276e-04
1.006000000000000050e+01,2.198180360000000138e-05,8.129982910000000274e-04
1.007000000000000028e+01,2.198178359999999998e-05,8.130000909999999907e-04
1.008000000000000007e+01,2.198176500000000112e-05,8.130019069999999985e-04
1.008999999999999986e+01,2.198174610000000074e-05,8.130036789999999652e-04
1.009999999999999964e+01,2.198172720000000037e-05,8.130054310000000119e-04
1.010999999999999943e+01,2.198170929999999939e-05,8.130071779999999701e-04
1.011999999999999922e+01,2.198169050000000065e-05,8.130088909999999558e-04
1.013000000000000078e+01,2.198167250000000142e-05,8.130105820000000294e-04
1.014000000000000057e+01,2.198165529999999832e-05,8.130122739999999905e-04
1.015000000000000036e+01,2.198163720000000085e-05,8.130139339999999711e-04
1.016000000000000014e+01,2.198161920000000162e-05,8.130155939999999517e-04
1.016999999999999993e+01,2.198160300000000130e-05,8.130172499999999483e-04
1.017999999999999972e+01,2.198158569999999996e-05,8.130188590000000243e-04
1.018999999999999950e+01,2.198156830000000037e-05,8.130204719999999758e-04
1.019999999999999929e+01,2.198155220000000168e-05,8.130220669999999993e-04
1.021000000000000085e+01,2.198153580000000148e-05,8.130236300000000423e-04
1.022000000000000064e+01,2.198151909999999977e-05,8.130251949999999688e-04
1.023000000000000043e+01,2.198150380000000060e-05,8.130267399999999752e-04
1.024000000000000021e+01,2.198148740000000040e-05,8.130282639999999571e-04
1.025000000000000000e+01,2.198147150000000159e-05,8.130297749999999910e-04
1.025999999999999979e+01,2.198145670000000042e-05,8.130312719999999724e-04
1.026999999999999957e+01,2.198144109999999974e-05,8.130327619999999818e-04
1.027999999999999936e+01,2.198142549999999905e-05,8.130342269999999826e-04
1.028999999999999915e+01,2.198141139999999915e-05,8.130356909999999875e-04
1.030000000000000071e+01,2.198139620000000161e-05,8.130371369999999558e-04
1.031000000000000050e+01,2.198138129999999881e-05,8.130385580000000240e-04
1.032000000000000028e+01,2.198136750000000042e-05,8.130399740000000038e-04
1.033000000000000007e+01,2.198135300000000076e-05,8.130413699999999551e-04
1.033999999999999986e+01,2.198133850000000110e-05,8.130427650000000188e-04
1.034999999999999964e+01,2.198132549999999883e-05,8.130441500000000141e-04
1.035999999999999943e+01,2.198131139999999893e-05,8.130455050000000208e-04
1.036999999999999922e+01,2.198129740000000066e-05,8.130468560000000434e-04
1.038000000000000078e+01,2.198128460000000166e-05,8.130482039999999697e-04
1.039000000000000057e+01,2.198127130000000128e-05,8.130495170000000358e-04
1.040000000000000036e+01,2.198125789999999925e-05,8.130508289999999975e-04
1.041000000000000014e+01,2.198124580000000152e-05,8.130521460000000476e-04
1.041999999999999993e+01,2.198123290000000089e-05,8.130534290000000167e-04
1.042999999999999972e+01,2.198122029999999839e-05,8.130546909999999614e-04
1.043999999999999950e+01,2.198120849999999878e-05,8.130559750000000349e-04
1.044999999999999929e+01,2.198119620000000117e-05,8.130572270000000195e-04
1.046000000000000085e+01,2.198118410000000005e-05,8.130584619999999636e-04
1.047000000000000064e+01,2.198117329999999984e-05,8.130597010000000001e-04
1.048000000000000043e+01,2.198116139999999860e-05,8.130609190000000121e-04
1.049000000000000021e+01,2.198114990000000051e-05,8.130621340000000362e-04
1.050000000000000000e+01,2.198113950000000005e-05,8.130633310000000237e-04
1.050999999999999979e+01,2.198112830000000008e-05,8.130645139999999587e-04
1.051999999999999957e+01,2.198111690000000023e-05,8.130656900000000301e-04
1.052999999999999936e+01,2.198110729999999929e-05,8.130668759999999532e-04
1.053999999999999915e+01,2.198109660000000071e-05,8.130680349999999841e-04
1.055000000000000071e+01,2.198108600000000037e-05,8.130691789999999666e-04
1.056000000000000050e+01,2.198107639999999943e-05,8.130703229999999490e-04
1.057000000000000028e+01,2.198106619999999885e-05,8.130714410000000354e-04
1.058000000000000007e+01,2.198105590000000003e-05,8.130725649999999893e-04
1.058999999999999986e+01,2.198104700000000036e-05,8.130736829999999672e-04
1.059999999999999964e+01,2.198103699999999966e-05,8.130747780000000370e-04
1.060999999999999943e+01,2.198102730000000047e-05,8.130758700000000104e-04
1.061999999999999922e+01,2.198101869999999892e-05,8.130769560000000078e-04
1.063000000000000078e+01,2.198100930000000124e-05,8.130780199999999847e-04
1.064000000000000057e+01,2.198099970000000030e-05,8.130790859999999535e-04
1.065000000000000036e+01,2.198099149999999851e-05,8.130801500000000388e-04
1.066000000000000014e+01,2.198098230000000071e-05,8.130811900000000031e-04
1.066999999999999993e+01,2.198097320000000116e-05,8.130822249999999874e-04
1.067999999999999972e+01,2.198096510000000100e-05,8.130832569999999837e-04
1.068999999999999950e+01,2.198095640000000120e-05,8.130842699999999475e-04
1.069999999999999929e+01,2.198094759999999977e-05,8.130852790000000357e-04
1.071000000000000085e+01,2.198094000000000100e-05,8.130862870000000195e-04
1.072000000000000064e+01,2.198093130000000121e-05,8.130872769999999668e-04
1.073000000000000043e+01,2.198092289999999954e-05,8.130882610000000465e-04
1.074000000000000021e+01,2.198091550000000064e-05,8.130892410000000337e-04
1.075000000000000000e+01,2.198090720000000061e-05,8.130902099999999565e-04
1.075999999999999979e+01,2.198089879999999893e-05,8.130911750000000037e-04
1.076999999999999957e+01,2.198089190000000143e-05,8.130921269999999944e-04
1.077999999999999936e+01,2.198088380000000127e-05,8.130930700000000210e-04
1.078999999999999915e+01,2.198087579999999936e-05,8.130940089999999553e-04
1.080000000000000071e+01,2.198086880000000022e-05,8.130949420000000219e-04
1.081000000000000050e+01,2.198086109999999982e-05,8.130958580000000480e-04
1.082000000000000028e+01,2.198085330000000117e-05,8.130967709999999777e-04
1.083000000000000007e+01,2.198084660000000016e-05,8.130976850000000119e-04
1.083999999999999986e+01,2.198083889999999976e-05,8.130985839999999975e-04
1.084999999999999964e+01,2.198083150000000087e-05,8.130994780000000031e-04
1.085999999999999943e+01,2.198082490000000149e-05,8.131003660000000327e-04
1.086999999999999922e+01,2.198081749999999921e-05,8.131012390000000138e-04
1.088000000000000078e+01,2.198080999999999869e-05,8.131021080000000109e-04
1.089000000000000057e+01,2.198080390000000070e-05,8.131029799999999960e-04
1.090000000000000036e+01,2.198079649999999842e-05,8.131038340000000531e-04
1.091000000000000014e+01,2.198078929999999941e-05,8.131046870000000057e-04
1.091999999999999993e+01,2.198078309999999978e-05,8.131055339999999822e-04
1.092999999999999972e+01,2.198077619999999890e-05,8.131063590000000467e-04
1.093999999999999950e+01,2.198076899999999988e-05,8.131071909999999748e-04
1.094999999999999929e+01,2.198076300000000014e-05,8.131080259999999994e-04
1.096000000000000085e+01,2.198075609999999925e-05,8.131088380000000074e-04
1.097000000000000064e+01,2.198074930000000000e-05,8.131096549999999954e-04
1.098000000000000043e+01,2.198074339999999850e-05,8.131104630000000194e-04
1.099000000000000021e+01,2.198073659999999924e-05,8.131112490000000229e-04
1.100000000000000000e+01,2.198072969999999835e-05,8.131120449999999864e-04
1.100999999999999979e+01,2.198072420000000000e-05,8.131128339999999779e-04
1.101999999999999957e+01,2.198071760000000062e-05,8.131136030000000493e-04
1.102999999999999936e+01,2.198071089999999961e-05,8.131143740000000043e-04
1.103999999999999915e+01,2.198070529999999963e-05,8.131151429999999673e-04
1.105000000000000071e+01,2.198069890000000013e-05,8.131158940000000022e-04
1.106000000000000050e+01,2.198069239999999900e-05,8.131166480000000252e-04
1.107000000000000028e+01,2.198068699999999889e-05,8.131174040000000401e-04
1.108000000000000007e+01,2.198068039999999951e-05,8.131181440000000106e-04
1.108999999999999986e+01,2.198067410000000165e-05,8.131188780000000050e-04
1.109999999999999964e+01,2.198066879999999978e-05,8.131196110000000034e-04
1.110999999999999943e+01,2.198066260000000016e-05,8.131203320000000498e-04
1.111999999999999922e+01,2.198065609999999903e-05,8.131210490000000037e-04
1.113000000000000078e+01,2.198065109999999868e-05,8.131217700000000501e-04
1.114000000000000057e+01,2.198064489999999906e-05,8.131224719999999555e-04
1.115000000000000036e+01,2.198063869999999944e-05,8.131231719999999774e-04
1.116000000000000014e+01,2.198063340000000097e-05,8.131238729999999953e-04
1.116999999999999993e+01,2.198062749999999947e-05,8.131245490000000046e-04
1.117999999999999972e+01,2.198062140000000148e-05,8.131252309999999900e-04
1.118999999999999950e+01,2.198061660000000101e-05,8.131259139999999714e-04
1.119999999999999929e+01,2.198061049999999964e-05,8.131265790000000247e-04
1.121000000000000085e+01,2.198060449999999989e-05,8.131272479999999536e-04
1.122000000000000064e+01,2.198059960000000118e-05,8.131279090000000228e-04
1.123000000000000043e+01,2.198059389999999956e-05,8.131285530000000516e-04
1.124000000000000021e+01,2.198058789999999982e-05,8.131292130000000165e-04
1.125000000000000000e+01,2.198058329999999922e-05,8.131298670000000053e-04
1.125999999999999979e+01,2.198057760000000099e-05,8.131304999999999696e-04
1.126999999999999957e+01,2.198057189999999938e-05,8.131311469999999864e-04
1.127999999999999936e+01,2.198056720000000054e-05,8.131317789999999547e-04
1.128999999999999915e+01,2.198056169999999880e-05,8.131323969999999790e-04
1.130000000000000071e+01,2.198055609999999881e-05,8.131330219999999753e-04
1.131000000000000050e+01,2.198055190000000136e-05,8.131336310000000355e-04
1.132000000000000028e+01,2.198054630000000138e-05,8.131342340000000113e-04
1.133000000000000007e+01,2.198054079999999964e-05,8.131348389999999791e-04
1.133999999999999986e+01,2.198053639999999893e-05,8.131354319999999948e-04
1.134999999999999964e+01,2.198053119999999870e-05,8.131360309999999866e-04
1.135999999999999943e+01,2.198052590000000022e-05,8.131366200000000183e-04
1.136999999999999922e+01,2.198052169999999939e-05,8.131372200000000060e-04
1.138000000000000078e+01,2.198051629999999928e-05,8.131378120000000258e-04
1.139000000000000057e+01,2.198051129999999893e-05,8.131383689999999685e-04
1.140000000000000036e+01,2.198050710000000148e-05,8.131389439999999478e-04
1.141000000000000014e+01,2.198050199999999950e-05,8.131395180000000394e-04
1.141999999999999993e+01,2.198049699999999915e-05,8.131400779999999702e-04
1.142999999999999972e+01,2.198049320000000146e-05,8.131406409999999974e-04
1.143999999999999950e+01,2.198048800000000123e-05,8.131411899999999721e-04
1.144999999999999929e+01,2.198048309999999913e-05,8.131417349999999628e-04
1.146000000000000085e+01,2.198047919999999980e-05,8.131422880000000299e-04
1.147000000000000064e+01,2.198047470000000084e-05,8.131428169999999761e-04
1.148000000000000043e+01,2.198046970000000049e-05,8.131433530000000028e-04
1.149000000000000021e+01,2.198046600000000105e-05,8.131438950000000054e-04
1.150000000000000000e+01,2.198046140000000045e-05,8.131444070000000196e-04
1.150999999999999979e+01,2.198045679999999986e-05,8.131449260000000057e-04
1.151999999999999957e+01,2.198045299999999878e-05,8.131454529999999599e-04
1.152999999999999936e+01,2.198044840000000158e-05,8.131459619999999860e-04
