time_s,ux_m,uy_m
3.779999999999999805e+00,2.212202279999999897e-05,7.643959640000000128e-04
3.790000000000000036e+00,2.211616040000000046e-05,7.663697169999999885e-04
3.799999999999999822e+00,2.211042099999999835e-05,7.682727559999999803e-04
3.810000000000000053e+00,2.210480140000000137e-05,7.701090479999999662e-04
3.819999999999999840e+00,2.209947350000000162e-05,7.718810859999999593e-04
3.830000000000000071e+00,2.209444119999999842e-05,7.735890660000000439e-04
3.839999999999999858e+00,2.208959769999999909e-05,7.752347589999999738e-04
3.850000000000000089e+00,2.208491929999999937e-05,7.768176910000000168e-04
3.859999999999999876e+00,2.208043149999999903e-05,7.783374960000000089e-04
3.870000000000000107e+00,2.207615739999999928e-05,7.797974910000000318e-04
3.879999999999999893e+00,2.207205850000000148e-05,7.811994580000000124e-04
3.890000000000000124e+00,2.206810759999999844e-05,7.825435859999999542e-04
3.899999999999999911e+00,2.206438199999999911e-05,7.838311870000000360e-04
3.910000000000000142e+00,2.206085719999999973e-05,7.850633250000000176e-04
3.919999999999999929e+00,2.205747769999999845e-05,7.862407749999999465e-04
3.930000000000000160e+00,2.205425039999999955e-05,7.873645990000000244e-04
3.939999999999999947e+00,2.205120070000000116e-05,7.884357810000000057e-04
3.950000000000000178e+00,2.204833399999999997e-05,7.894552259999999605e-04
3.959999999999999964e+00,2.204561780000000051e-05,7.904239090000000044e-04
3.970000000000000195e+00,2.204302960000000119e-05,7.913427919999999798e-04
3.979999999999999982e+00,2.204060159999999939e-05,7.922128200000000137e-04
3.990000000000000213e+00,2.203833390000000013e-05,7.930349410000000045e-04
4.000000000000000000e+00,2.203620469999999972e-05,7.938100739999999662e-04
4.009999999999999787e+00,2.203420489999999860e-05,7.945391009999999525e-04
4.019999999999999574e+00,2.203233560000000119e-05,7.952228889999999684e-04
4.030000000000000249e+00,2.203061329999999915e-05,7.958622730000000384e-04
4.040000000000000036e+00,2.202902250000000022e-05,7.964580829999999903e-04
4.049999999999999822e+00,2.202754760000000031e-05,7.970111570000000534e-04
4.059999999999999609e+00,2.202619629999999983e-05,7.975223239999999509e-04
4.070000000000000284e+00,2.202496940000000169e-05,7.979924540000000012e-04
4.080000000000000071e+00,2.202386399999999917e-05,7.984224249999999487e-04
4.089999999999999858e+00,2.202286840000000108e-05,7.988131449999999597e-04
4.099999999999999645e+00,2.202197879999999956e-05,7.991655539999999646e-04
4.110000000000000320e+00,2.202120249999999865e-05,7.994806140000000226e-04
4.120000000000000107e+00,2.202053289999999898e-05,7.997593060000000083e-04
4.129999999999999893e+00,2.201996139999999898e-05,8.000026469999999782e-04
4.139999999999999680e+00,2.201948560000000011e-05,8.002116480000000124e-04
4.150000000000000355e+00,2.201910569999999888e-05,8.003873550000000512e-04
4.160000000000000142e+00,2.201882129999999891e-05,8.005308440000000235e-04
4.169999999999999929e+00,2.201862350000000052e-05,8.006431810000000067e-04
4.179999999999999716e+00,2.201850619999999896e-05,8.007254500000000061e-04
4.190000000000000391e+00,2.201847040000000038e-05,8.007787560000000516e-04
4.200000000000000178e+00,2.201851389999999936e-05,8.008041890000000161e-04
4.209999999999999964e+00,2.201863299999999983e-05,8.008028739999999580e-04
4.219999999999999751e+00,2.201882080000000091e-05,8.007759460000000041e-04
4.230000000000000426e+00,2.201907399999999951e-05,8.007245240000000200e-04
4.240000000000000213e+00,2.201939270000000066e-05,8.006497440000000200e-04
4.250000000000000000e+00,2.201978239999999933e-05,8.005527049999999496e-04
4.259999999999999787e+00,2.202023580000000164e-05,8.004345140000000474e-04
4.269999999999999574e+00,2.202073170000000014e-05,8.002963119999999828e-04
4.280000000000000249e+00,2.202126499999999964e-05,8.001391859999999658e-04
4.290000000000000036e+00,2.202184860000000076e-05,7.999642160000000179e-04
4.299999999999999822e+00,2.202248790000000021e-05,7.997724769999999634e-04
4.309999999999999609e+00,2.202316639999999957e-05,7.995649879999999592e-04
4.320000000000000284e+00,2.202387220000000096e-05,7.993427939999999494e-04
4.330000000000000071e+00,2.202461309999999967e-05,7.991068280000000008e-04
4.339999999999999858e+00,2.202539420000000105e-05,7.988580920000000127e-04
4.349999999999999645e+00,2.202620570000000090e-05,7.985974869999999627e-04
4.360000000000000320e+00,2.202703829999999978e-05,7.983258839999999483e-04
4.370000000000000107e+00,2.202789260000000073e-05,7.980441680000000112e-04
4.379999999999999893e+00,2.202877409999999870e-05,7.977531280000000344e-04
4.389999999999999680e+00,2.202970070000000145e-05,7.974536360000000030e-04
4.400000000000000355e+00,2.203065610000000025e-05,7.971464679999999605e-04
4.410000000000000142e+00,2.203159730000000090e-05,7.968323439999999572e-04
4.419999999999999929e+00,2.203252509999999953e-05,7.965119719999999830e-04
4.429999999999999716e+00,2.203347739999999853e-05,7.961860030000000388e-04
4.440000000000000391e+00,2.203446899999999905e-05,7.958550650000000004e-04
4.450000000000000178e+00,2.203546170000000059e-05,7.955197829999999725e-04
4.459999999999999964e+00,2.203643650000000116e-05,7.951807380000000189e-04
4.469999999999999751e+00,2.203742410000000072e-05,7.948384710000000377e-04
4.480000000000000426e+00,2.203843850000000094e-05,7.944935010000000151e-04
4.490000000000000213e+00,2.203946280000000023e-05,7.941462940000000408e-04
4.500000000000000000e+00,2.204047009999999968e-05,7.937973550000000482e-04
4.509999999999999787e+00,2.204145979999999966e-05,7.934471949999999472e-04
4.519999999999999574e+00,2.204246299999999991e-05,7.930962510000000515e-04
4.530000000000000249e+00,2.204348229999999884e-05,7.927449540000000485e-04
4.540000000000000036e+00,2.204449049999999944e-05,7.923937249999999906e-04
4.549999999999999822e+00,2.204547880000000027e-05,7.920429870000000308e-04
4.559999999999999609e+00,2.204646449999999929e-05,7.916931379999999881e-04
4.570000000000000284e+00,2.204746050000000053e-05,7.913445700000000310e-04
4.580000000000000071e+00,2.204845370000000008e-05,7.909977020000000031e-04
4.589999999999999858e+00,2.204942930000000016e-05,7.906529390000000207e-04
4.599999999999999645e+00,2.205039250000000100e-05,7.903106329999999785e-04
4.610000000000000320e+00,2.205135460000000081e-05,7.899711740000000528e-04
4.620000000000000107e+00,2.205231070000000088e-05,7.896349519999999863e-04
4.629999999999999893e+00,2.205324759999999906e-05,7.893023120000000267e-04
4.639999999999999680e+00,2.205417069999999886e-05,7.889736130000000406e-04
4.650000000000000355e+00,2.205509069999999884e-05,7.886492030000000469e-04
4.660000000000000142e+00,2.205607040000000151e-05,7.883306229999999595e-04
4.669999999999999929e+00,2.205704800000000038e-05,7.880189240000000242e-04
4.679999999999999716e+00,2.205793460000000033e-05,7.877135489999999730e-04
4.690000000000000391e+00,2.205873950000000080e-05,7.874142869999999983e-04
4.700000000000000178e+00,2.205952800000000107e-05,7.871215829999999485e-04
4.709999999999999964e+00,2.206037219999999968e-05,7.868356729999999646e-04
4.719999999999999751e+00,2.206119359999999860e-05,7.865565539999999503e-04
4.730000000000000426e+00,2.206193419999999918e-05,7.862845800000000090e-04
4.740000000000000213e+00,2.206265569999999951e-05,7.860199339999999514e-04
4.750000000000000000e+00,2.206339499999999918e-05,7.857627869999999617e-04
4.759999999999999787e+00,2.206412099999999847e-05,7.855133739999999682e-04
4.769999999999999574e+00,2.206480150000000000e-05,7.852719129999999673e-04
4.780000000000000249e+00,2.206544250000000011e-05,7.850384910000000448e-04
4.790000000000000036e+00,2.206608500000000102e-05,7.848131919999999737e-04
4.799999999999999822e+00,2.206672270000000144e-05,7.845962170000000350e-04
4.809999999999999609e+00,2.206731769999999902e-05,7.843875350000000272e-04
4.820000000000000284e+00,2.206788210000000164e-05,7.841872759999999731e-04
4.830000000000000071e+00,2.206843309999999885e-05,7.839955029999999461e-04
4.839999999999999858e+00,2.206897220000000160e-05,7.838122099999999702e-04
4.849999999999999645e+00,2.206948470000000018e-05,7.836375380000000241e-04
4.860000000000000320e+00,2.206996020000000092e-05,7.834715120000000079e-04
4.870000000000000107e+00,2.207041590000000014e-05,7.833141989999999793e-04
4.879999999999999893e+00,2.207085510000000091e-05,7.831657039999999521e-04
4.889999999999999680e+00,2.207127350000000077e-05,7.830260260000000390e-04
4.900000000000000355e+00,2.207166799999999991e-05,7.828951999999999916e-04
4.910000000000000142e+00,2.207203630000000141e-05,7.827732470000000513e-04
4.919999999999999929e+00,2.207238540000000103e-05,7.826601799999999493e-04
4.929999999999999716e+00,2.207271139999999944e-05,7.825560049999999868e-04
4.940000000000000391e+00,2.207301310000000076e-05,7.824607149999999751e-04
4.950000000000000178e+00,2.207329380000000129e-05,7.823743360000000270e-04
4.959999999999999964e+00,2.207354950000000007e-05,7.822967680000000000e-04
4.969999999999999751e+00,2.207378380000000169e-05,7.822280409999999911e-04
4.980000000000000426e+00,2.207399550000000010e-05,7.821681309999999878e-04
4.990000000000000213e+00,2.207418129999999900e-05,7.821169579999999845e-04
5.000000000000000000e+00,2.207434659999999850e-05,7.820745390000000217e-04
5.009999999999999787e+00,2.207449229999999975e-05,7.820407590000000167e-04
5.019999999999999574e+00,2.207461500000000142e-05,7.820155869999999851e-04
5.030000000000000249e+00,2.207471450000000025e-05,7.819989339999999572e-04
5.040000000000000036e+00,2.207479230000000041e-05,7.819907180000000438e-04
5.049999999999999822e+00,2.207484940000000129e-05,7.819908360000000060e-04
5.059999999999999609e+00,2.207488320000000108e-05,7.819992190000000110e-04
5.070000000000000284e+00,2.207489380000000141e-05,7.820158270000000019e-04
5.080000000000000071e+00,2.207488579999999950e-05,7.820404409999999864e-04
5.089999999999999858e+00,2.207486100000000101e-05,7.820730140000000438e-04
5.099999999999999645e+00,2.207481450000000047e-05,7.821134240000000111e-04
5.110000000000000320e+00,2.207474329999999969e-05,7.821615089999999935e-04
5.120000000000000107e+00,2.207465369999999993e-05,7.822171760000000374e-04
5.129999999999999893e+00,2.207454929999999900e-05,7.822802920000000238e-04
5.139999999999999680e+00,2.207442470000000017e-05,7.823507169999999698e-04
5.150000000000000355e+00,2.207428069999999959e-05,7.824282440000000522e-04
5.160000000000000142e+00,2.207411860000000153e-05,7.825127859999999680e-04
5.169999999999999929e+00,2.207393219999999960e-05,7.826042229999999799e-04
5.179999999999999716e+00,2.207372639999999930e-05,7.827024259999999529e-04
5.190000000000000391e+00,2.207350890000000102e-05,7.828072570000000046e-04
5.200000000000000178e+00,2.207327470000000104e-05,7.829185329999999990e-04
5.209999999999999964e+00,2.207302060000000129e-05,7.830361639999999703e-04
5.219999999999999751e+00,2.207275079999999922e-05,7.831599459999999749e-04
5.230000000000000426e+00,2.207246849999999966e-05,7.832897039999999530e-04
5.240000000000000213e+00,2.207217179999999870e-05,7.834253089999999864e-04
5.250000000000000000e+00,2.207185700000000025e-05,7.835665979999999675e-04
5.259999999999999787e+00,2.207152419999999920e-05,7.837134270000000380e-04
5.269999999999999574e+00,2.207118049999999969e-05,7.838656349999999738e-04
5.280000000000000249e+00,2.207082659999999959e-05,7.840230550000000086e-04
5.290000000000000036e+00,2.207045709999999882e-05,7.841855290000000148e-04
5.299999999999999822e+00,2.207007200000000075e-05,7.843528880000000172e-04
5.309999999999999609e+00,2.206967629999999895e-05,7.845249900000000410e-04
5.320000000000000284e+00,2.206926940000000057e-05,7.847016590000000305e-04
5.330000000000000071e+00,2.206884989999999969e-05,7.848827440000000471e-04
5.339999999999999858e+00,2.206841810000000119e-05,7.850681010000000156e-04
5.349999999999999645e+00,2.206797449999999970e-05,7.852575460000000207e-04
5.360000000000000320e+00,2.206752119999999903e-05,7.854509550000000158e-04
5.370000000000000107e+00,2.206705939999999844e-05,7.856481719999999737e-04
5.379999999999999893e+00,2.206658559999999836e-05,7.858490199999999511e-04
5.389999999999999680e+00,2.206610180000000097e-05,7.860533660000000459e-04
5.400000000000000355e+00,2.206560990000000003e-05,7.862610659999999660e-04
5.410000000000000142e+00,2.206510869999999967e-05,7.864719550000000454e-04
5.419999999999999929e+00,2.206459890000000114e-05,7.866858949999999684e-04
5.429999999999999716e+00,2.206408170000000033e-05,7.869027590000000254e-04
5.440000000000000391e+00,2.206353600000000159e-05,7.871223490000000319e-04
5.450000000000000178e+00,2.206298960000000159e-05,7.873445579999999817e-04
5.459999999999999964e+00,2.206245469999999968e-05,7.875692410000000206e-04
5.469999999999999751e+00,2.206189979999999975e-05,7.877962180000000003e-04
5.480000000000000426e+00,2.206132679999999897e-05,7.880253659999999789e-04
5.490000000000000213e+00,2.206075859999999866e-05,7.882565350000000134e-04
5.500000000000000000e+00,2.206020780000000133e-05,7.884896219999999734e-04
5.509999999999999787e+00,2.205964469999999961e-05,7.887244780000000205e-04
5.519999999999999574e+00,2.205905329999999985e-05,7.889609569999999792e-04
5.530000000000000249e+00,2.205846449999999850e-05,7.891989290000000438e-04
5.540000000000000036e+00,2.205788820000000142e-05,7.894382490000000346e-04
5.549999999999999822e+00,2.205730670000000072e-05,7.896788200000000139e-04
5.559999999999999609e+00,2.205670849999999831e-05,7.899204980000000152e-04
5.570000000000000284e+00,2.205610339999999840e-05,7.901631560000000037e-04
5.580000000000000071e+00,2.205550909999999870e-05,7.904067010000000258e-04
5.589999999999999858e+00,2.205491499999999888e-05,7.906509769999999458e-04
5.599999999999999645e+00,2.205430650000000104e-05,7.908958749999999826e-04
5.610000000000000320e+00,2.205369580000000114e-05,7.911412949999999935e-04
5.620000000000000107e+00,2.205308820000000106e-05,7.913870930000000119e-04
5.629999999999999893e+00,2.205248299999999951e-05,7.916331829999999478e-04
5.639999999999999680e+00,2.205187349999999889e-05,7.918794530000000317e-04
5.650000000000000355e+00,2.205125610000000137e-05,7.921257680000000443e-04
5.660000000000000142e+00,2.205064290000000130e-05,7.923720529999999599e-04
5.669999999999999929e+00,2.205003400000000031e-05,7.926182029999999813e-04
5.679999999999999716e+00,2.204942069999999861e-05,7.928641060000000138e-04
5.690000000000000391e+00,2.204880520000000163e-05,7.931096709999999874e-04
5.700000000000000178e+00,2.204819119999999866e-05,7.933548080000000450e-04
5.709999999999999964e+00,2.204758049999999876e-05,7.935994089999999675e-04
5.719999999999999751e+00,2.204696959999999899e-05,7.938434070000000226e-04
5.730000000000000426e+00,2.204635769999999982e-05,7.940867269999999679e-04
5.740000000000000213e+00,2.204574719999999980e-05,7.943292439999999777e-04
5.750000000000000000e+00,2.204514010000000111e-05,7.945709140000000109e-04
5.759999999999999787e+00,2.204453520000000107e-05,7.948116430000000095e-04
5.769999999999999574e+00,2.204392930000000165e-05,7.950513400000000118e-04
5.780000000000000249e+00,2.204332440000000162e-05,7.952899450000000406e-04
5.790000000000000036e+00,2.204272550000000133e-05,7.955273869999999461e-04
5.799999999999999822e+00,2.204212829999999831e-05,7.957635940000000159e-04
5.809999999999999609e+00,2.204153190000000158e-05,7.959984999999999717e-04
5.820000000000000284e+00,2.204093860000000128e-05,7.962320530000000212e-04
5.830000000000000071e+00,2.204034829999999915e-05,7.964641659999999700e-04
5.839999999999999858e+00,2.203976149999999998e-05,7.966947959999999898e-04
5.849999999999999645e+00,2.203917849999999850e-05,7.969238899999999673e-04
5.860000000000000320e+00,2.203859680000000131e-05,7.971513699999999971e-04
5.870000000000000107e+00,2.203801950000000144e-05,7.973772059999999825e-04
5.879999999999999893e+00,2.203744699999999866e-05,7.976013500000000067e-04
5.889999999999999680e+00,2.203687699999999945e-05,7.978237360000000082e-04
5.900000000000000355e+00,2.203631020000000167e-05,7.980443290000000184e-04
5.910000000000000142e+00,2.203574900000000050e-05,7.982630969999999484e-04
5.919999999999999929e+00,2.203519129999999889e-05,7.984799800000000379e-04
5.929999999999999716e+00,2.203463739999999836e-05,7.986949459999999812e-04
5.940000000000000391e+00,2.203408789999999854e-05,7.989079650000000064e-04
5.950000000000000178e+00,2.203354230000000144e-05,7.991189770000000281e-04
5.959999999999999964e+00,2.203300150000000142e-05,7.993279699999999858e-04
5.969999999999999751e+00,2.203246690000000102e-05,7.995349249999999554e-04
5.980000000000000426e+00,2.203193480000000079e-05,7.997397759999999838e-04
5.990000000000000213e+00,2.203140730000000116e-05,7.999425189999999786e-04
6.000000000000000000e+00,2.203088609999999940e-05,8.001431409999999918e-04
6.009999999999999787e+00,2.203036880000000034e-05,8.003415840000000381e-04
6.019999999999999574e+00,2.202985589999999861e-05,8.005378559999999774e-04
6.030000000000000249e+00,2.202934939999999977e-05,8.007319340000000098e-04
6.040000000000000036e+00,2.202884700000000014e-05,8.009237839999999459e-04
6.049999999999999822e+00,2.202834940000000097e-05,8.011134060000000027e-04
6.059999999999999609e+00,2.202785719999999852e-05,8.013007800000000432e-04
6.070000000000000284e+00,2.202736999999999981e-05,8.014858749999999744e-04
6.080000000000000071e+00,2.202688840000000109e-05,8.016686940000000011e-04
6.089999999999999858e+00,2.202641279999999872e-05,8.018492310000000390e-04
6.099999999999999645e+00,2.202594069999999930e-05,8.020274579999999830e-04
6.110000000000000320e+00,2.202547410000000162e-05,8.022033830000000181e-04
6.120000000000000107e+00,2.202501429999999982e-05,8.023769979999999594e-04
6.129999999999999893e+00,2.202455909999999860e-05,8.025482810000000031e-04
6.139999999999999680e+00,2.202410839999999973e-05,8.027172439999999930e-04
6.150000000000000355e+00,2.202366410000000037e-05,8.028838900000000254e-04
6.160000000000000142e+00,2.202322449999999984e-05,8.030481949999999794e-04
6.169999999999999929e+00,2.202279060000000092e-05,8.032101750000000080e-04
6.179999999999999716e+00,2.202236280000000000e-05,8.033698359999999787e-04
6.190000000000000391e+00,2.202193910000000167e-05,8.035271559999999794e-04
6.200000000000000178e+00,2.202152069999999842e-05,8.036821600000000187e-04
6.209999999999999964e+00,2.202110950000000096e-05,8.038348529999999681e-04
6.219999999999999751e+00,2.202070239999999931e-05,8.039852229999999841e-04
6.230000000000000426e+00,2.202030019999999977e-05,8.041332959999999627e-04
6.240000000000000213e+00,2.201990410000000161e-05,8.042790769999999924e-04
6.250000000000000000e+00,2.201951300000000040e-05,8.044225579999999967e-04
6.259999999999999787e+00,2.201912740000000094e-05,8.045637669999999722e-04
6.269999999999999574e+00,2.201874800000000110e-05,8.047027169999999754e-04
6.280000000000000249e+00,2.201837210000000082e-05,8.048394010000000341e-04
6.290000000000000036e+00,2.201800180000000053e-05,8.049738470000000366e-04
6.299999999999999822e+00,2.201763820000000125e-05,8.051060680000000393e-04
6.309999999999999609e+00,2.201727890000000106e-05,8.052360640000000421e-04
6.320000000000000284e+00,2.201692389999999994e-05,8.053638680000000218e-04
6.330000000000000071e+00,2.201657529999999832e-05,8.054894950000000267e-04
6.339999999999999858e+00,2.201623110000000080e-05,8.056129429999999564e-04
6.349999999999999645e+00,2.201589230000000001e-05,8.057342469999999963e-04
6.360000000000000320e+00,2.201555880000000107e-05,8.058534259999999621e-04
6.370000000000000107e+00,2.201522920000000146e-05,8.059704839999999463e-04
6.379999999999999893e+00,2.201490459999999881e-05,8.060854550000000297e-04
6.389999999999999680e+00,2.201458650000000068e-05,8.061983590000000241e-04
6.400000000000000355e+00,2.201427189999999873e-05,8.063091980000000299e-04
6.410000000000000142e+00,2.201396179999999913e-05,8.064180109999999997e-04
6.419999999999999929e+00,2.201365740000000114e-05,8.065248199999999540e-04
6.429999999999999716e+00,2.201335700000000073e-05,8.066296279999999892e-04
6.440000000000000391e+00,2.201306129999999915e-05,8.067324750000000539e-04
6.450000000000000178e+00,2.201277120000000095e-05,8.068333850000000522e-04
6.459999999999999964e+00,2.201248430000000080e-05,8.069323629999999642e-04
6.469999999999999751e+00,2.201220200000000125e-05,8.070294469999999632e-04
6.480000000000000426e+00,2.201192509999999841e-05,8.071246589999999613e-04
6.490000000000000213e+00,2.201165149999999865e-05,8.072180120000000151e-04
6.500000000000000000e+00,2.201138200000000148e-05,8.073095429999999767e-04
6.509999999999999787e+00,2.201111819999999915e-05,8.073992759999999670e-04
6.519999999999999574e+00,2.201085750000000003e-05,8.074872199999999500e-04
6.530000000000000249e+00,2.201060079999999847e-05,8.075734119999999948e-04
6.540000000000000036e+00,2.201034910000000065e-05,8.076578809999999855e-04
6.549999999999999822e+00,2.201010069999999913e-05,8.077406340000000025e-04
6.559999999999999609e+00,2.200985620000000032e-05,8.078217109999999944e-04
6.570000000000000284e+00,2.200961669999999847e-05,8.079011389999999617e-04
6.580000000000000071e+00,2.200937959999999855e-05,8.079789259999999810e-04
6.589999999999999858e+00,2.200914649999999960e-05,8.080551120000000007e-04
6.599999999999999645e+00,2.200891840000000099e-05,8.081297250000000175e-04
6.610000000000000320e+00,2.200869319999999892e-05,8.082027710000000073e-04
6.620000000000000107e+00,2.200847090000000017e-05,8.082742960000000032e-04
6.629999999999999893e+00,2.200825339999999851e-05,8.083443220000000257e-04
6.639999999999999680e+00,2.200803860000000029e-05,8.084128580000000388e-04
6.650000000000000355e+00,2.200782739999999988e-05,8.084799410000000032e-04
6.660000000000000142e+00,2.200762009999999880e-05,8.085456030000000077e-04
6.669999999999999929e+00,2.200741499999999976e-05,8.086098500000000284e-04
6.679999999999999716e+00,2.200721329999999866e-05,8.086727230000000100e-04
6.690000000000000391e+00,2.200701629999999979e-05,8.087342520000000493e-04
6.700000000000000178e+00,2.200682100000000158e-05,8.087944350000000459e-04
6.709999999999999964e+00,2.200662840000000003e-05,8.088533200000000249e-04
6.719999999999999751e+00,2.200643979999999944e-05,8.089109319999999949e-04
6.730000000000000426e+00,2.200625389999999890e-05,8.089672740000000521e-04
6.740000000000000213e+00,2.200607080000000005e-05,8.090223920000000129e-04
6.750000000000000000e+00,2.200589129999999902e-05,8.090763109999999942e-04
6.759999999999999787e+00,2.200571300000000064e-05,8.091290329999999880e-04
6.769999999999999574e+00,2.200553790000000032e-05,8.091806010000000392e-04
6.780000000000000249e+00,2.200536680000000095e-05,8.092310400000000481e-04
6.790000000000000036e+00,2.200519719999999898e-05,8.092803609999999707e-04
6.799999999999999822e+00,2.200502950000000094e-05,8.093286019999999803e-04
6.809999999999999609e+00,2.200486589999999871e-05,8.093757780000000171e-04
6.820000000000000284e+00,2.200470360000000077e-05,8.094219000000000370e-04
6.830000000000000071e+00,2.200454359999999974e-05,8.094670119999999728e-04
6.839999999999999858e+00,2.200438649999999864e-05,8.095111319999999692e-04
6.849999999999999645e+00,2.200423130000000148e-05,8.095542679999999944e-04
6.860000000000000320e+00,2.200407820000000134e-05,8.095964590000000009e-04
6.870000000000000107e+00,2.200392820000000101e-05,8.096377270000000093e-04
6.879999999999999893e+00,2.200377889999999856e-05,8.096780730000000155e-04
6.889999999999999680e+00,2.200363229999999955e-05,8.097175349999999761e-04
6.900000000000000355e+00,2.200348889999999860e-05,8.097561370000000121e-04
6.910000000000000142e+00,2.200334590000000079e-05,8.097938939999999551e-04
6.919999999999999929e+00,2.200320449999999863e-05,8.098308229999999540e-04
6.929999999999999716e+00,2.200306659999999942e-05,8.098669579999999814e-04
6.940000000000000391e+00,2.200292949999999972e-05,8.099023010000000293e-04
6.950000000000000178e+00,2.200279390000000080e-05,8.099368730000000138e-04
6.959999999999999964e+00,2.200266059999999880e-05,8.099707149999999878e-04
6.969999999999999751e+00,2.200252849999999945e-05,8.100038169999999914e-04
6.980000000000000426e+00,2.200239810000000076e-05,8.100362199999999692e-04
6.990000000000000213e+00,2.200227010000000062e-05,8.100679429999999535e-04
7.000000000000000000e+00,2.200214250000000023e-05,8.100989720000000005e-04
7.009999999999999787e+00,2.200201629999999899e-05,8.101293669999999787e-04
7.019999999999999574e+00,2.200189269999999956e-05,8.101591309999999846e-04
7.030000000000000249e+00,2.200176989999999964e-05,8.101882580000000422e-04
7.040000000000000036e+00,2.200164789999999924e-05,8.102168040000000361e-04
7.049999999999999822e+00,2.200152839999999901e-05,8.102447629999999902e-04
7.059999999999999609e+00,2.200140909999999866e-05,8.102721449999999732e-04
7.070000000000000284e+00,2.200129140000000073e-05,8.102989799999999734e-04
7.080000000000000071e+00,2.200117579999999982e-05,8.103252789999999470e-04
7.089999999999999858e+00,2.200105999999999904e-05,8.103510429999999983e-04
7.099999999999999645e+00,2.200094520000000104e-05,8.103763180000000520e-04
7.110000000000000320e+00,2.200083340000000121e-05,8.104011109999999718e-04
7.120000000000000107e+00,2.200072110000000000e-05,8.104254150000000023e-04
7.129999999999999893e+00,2.200060960000000169e-05,8.104492669999999958e-04
7.139999999999999680e+00,2.200050000000000052e-05,8.104726599999999802e-04
7.150000000000000355e+00,2.200039079999999912e-05,8.104956199999999601e-04
7.160000000000000142e+00,2.200028240000000062e-05,8.105181649999999719e-04
7.169999999999999929e+00,2.200017609999999914e-05,8.105403039999999797e-04
7.179999999999999716e+00,2.200006940000000130e-05,8.105620439999999555e-04
7.190000000000000391e+00,2.199996360000000122e-05,8.105833989999999519e-04
7.200000000000000178e+00,2.199985960000000004e-05,8.106043929999999812e-04
7.209999999999999964e+00,2.199975559999999886e-05,8.106250179999999672e-04
7.219999999999999751e+00,2.199965200000000083e-05,8.106452940000000466e-04
7.230000000000000426e+00,2.199955080000000134e-05,8.106652630000000517e-04
7.240000000000000213e+00,2.199944890000000058e-05,8.106848830000000419e-04
7.250000000000000000e+00,2.199934719999999970e-05,8.107041959999999577e-04
7.259999999999999787e+00,2.199924730000000112e-05,8.107232139999999681e-04
7.269999999999999574e+00,2.199914779999999890e-05,8.107419129999999521e-04
7.280000000000000249e+00,2.199904839999999832e-05,8.107603529999999952e-04
7.290000000000000036e+00,2.199895029999999864e-05,8.107785230000000331e-04
7.299999999999999822e+00,2.199885159999999932e-05,8.107964110000000051e-04
7.309999999999999609e+00,2.199875400000000103e-05,8.108140549999999763e-04
7.320000000000000284e+00,2.199865799999999838e-05,8.108314590000000391e-04
7.330000000000000071e+00,2.199856150000000112e-05,8.108486179999999967e-04
7.339999999999999858e+00,2.199846489999999883e-05,8.108655630000000504e-04
7.349999999999999645e+00,2.199837009999999884e-05,8.108822909999999955e-04
7.360000000000000320e+00,2.199827489999999909e-05,8.108987969999999603e-04
7.370000000000000107e+00,2.199818029999999898e-05,8.109151069999999493e-04
7.379999999999999893e+00,2.199808670000000165e-05,8.109312199999999665e-04
7.389999999999999680e+00,2.199799239999999966e-05,8.109471380000000040e-04
7.400000000000000355e+00,2.199789859999999906e-05,8.109628750000000058e-04
7.410000000000000142e+00,2.199780669999999900e-05,8.109784400000000443e-04
7.419999999999999929e+00,2.199771350000000143e-05,8.109938359999999992e-04
7.429999999999999716e+00,2.199762059999999859e-05,8.110090649999999709e-04
7.440000000000000391e+00,2.199752919999999992e-05,8.110241459999999918e-04
7.450000000000000178e+00,2.199743740000000149e-05,8.110390739999999736e-04
7.459999999999999964e+00,2.199734539999999980e-05,8.110538599999999806e-04
7.469999999999999751e+00,2.199725469999999901e-05,8.110685189999999531e-04
7.480000000000000426e+00,2.199716350000000022e-05,8.110830269999999868e-04
7.490000000000000213e+00,2.199707279999999943e-05,8.110974230000000344e-04
7.500000000000000000e+00,2.199698279999999991e-05,8.111117049999999953e-04
7.509999999999999787e+00,2.199689229999999900e-05,8.111258449999999816e-04
7.519999999999999574e+00,2.199680189999999973e-05,8.111398900000000222e-04
7.530000000000000249e+00,2.199671340000000099e-05,8.111538290000000527e-04
7.540000000000000036e+00,2.199662380000000123e-05,8.111676490000000166e-04
7.549999999999999822e+00,2.199653379999999832e-05,8.111813829999999989e-04
7.559999999999999609e+00,2.199644500000000146e-05,8.111950250000000235e-04
7.570000000000000284e+00,2.199635609999999958e-05,8.112085600000000420e-04
7.580000000000000071e+00,2.199626729999999933e-05,8.112220170000000469e-04
7.589999999999999858e+00,2.199617929999999859e-05,8.112354000000000223e-04
7.599999999999999645e+00,2.199609009999999859e-05,8.112486940000000280e-04
7.610000000000000320e+00,2.199600159999999985e-05,8.112619249999999602e-04
7.620000000000000107e+00,2.199591459999999851e-05,8.112750640000000431e-04
7.629999999999999893e+00,2.199582629999999965e-05,8.112881180000000320e-04
7.639999999999999680e+00,2.199573780000000091e-05,8.113011049999999634e-04
7.650000000000000355e+00,2.199565070000000132e-05,8.113140370000000061e-04
