time_window,iteration,displacement_abs_or_rel_measure,force_relative_measure
3.350000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.269369279999999973e-07
3.360000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.279024870000000091e-01
3.360000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.293285799999999985e-01
3.360000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,7.512744320000000396e-08
3.370000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.263661899999999894e-01
3.370000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.277501370000000136e-01
3.370000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,6.368485649999999976e-08
3.380000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.248120590000000030e-01
3.380000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.261471419999999899e-01
3.380000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,3.095364870000000194e-07
3.390000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.232357139999999962e-01
3.390000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.245255430000000024e-01
3.390000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,8.094301579999999537e-07
3.400000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.216473460000000034e-01
3.400000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.228893120000000005e-01
3.400000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.462208829999999953e-07
3.410000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.200359240000000022e-01
3.410000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.212348399999999965e-01
3.410000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.942647410000000076e-06
3.420000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.184154989999999935e-01
3.420000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.195661479999999971e-01
3.420000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,8.479634140000000270e-07
3.430000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.167693489999999945e-01
3.430000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.178814110000000054e-01
3.430000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,3.314015480000000199e-06
3.440000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.151126209999999983e-01
3.440000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.161759569999999964e-01
3.440000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,2.350194780000000084e-06
3.450000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.134338149999999934e-01
3.450000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.144580270000000038e-01
3.450000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,2.738895289999999797e-06
3.460000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.117450779999999977e-01
3.460000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.127253049999999979e-01
3.460000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,3.267797890000000048e-06
3.470000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.100402719999999945e-01
3.470000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.109799669999999988e-01
3.470000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,6.579100559999999739e-06
3.480000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.083215960000000061e-01
3.480000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.092228670000000013e-01
3.480000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,4.545709160000000141e-07
3.490000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.065958979999999945e-01
3.490000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.074543589999999993e-01
3.490000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,8.961780570000000144e-07
3.500000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.048532930000000002e-01
3.500000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.056786620000000065e-01
3.500000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,3.279710260000000074e-07
3.510000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.031111650000000046e-01
3.510000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.038932240000000062e-01
3.510000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,2.243636299999999911e-07
3.520000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.013495199999999985e-01
3.520000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.021010610000000068e-01
3.520000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.215451159999999914e-06
3.530000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,9.959077930000000134e-02
3.530000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.003006369999999980e-01
3.530000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.065582840000000022e-06
3.540000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,9.780742209999999937e-02
3.540000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,9.848964189999999397e-02
3.540000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,5.963461589999999532e-07
3.550000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,9.603305970000000635e-02
3.550000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,9.667160180000000658e-02
3.550000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.491312809999999901e-06
3.560000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,9.424229350000000449e-02
3.560000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,9.485775589999999313e-02
3.560000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.877757440000000032e-06
3.570000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,9.246369029999999822e-02
3.570000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,9.303892079999999398e-02
3.570000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,7.234713960000000405e-07
3.580000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,9.066798980000000119e-02
3.580000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,9.121904640000000342e-02
3.580000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.123965619999999966e-07
3.590000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,8.888087290000000473e-02
3.590000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,8.939667490000000050e-02
3.590000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.193348170000000008e-07
3.600000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,8.708430940000000398e-02
3.600000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,8.757553190000000320e-02
3.600000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,3.784709549999999969e-07
3.610000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,8.529241949999999406e-02
3.610000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,8.575260599999999511e-02
3.610000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,2.146802010000000018e-07
3.620000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,8.349568699999999899e-02
3.620000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,8.393103220000000531e-02
3.620000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,4.761822030000000170e-07
3.630000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,8.170378629999999753e-02
3.630000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,8.211208229999999997e-02
3.630000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,2.860198390000000144e-07
3.640000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,7.990787709999999655e-02
3.640000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,8.029312859999999941e-02
3.640000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,4.023967070000000224e-07
3.650000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,7.811730449999999826e-02
3.650000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,7.847656990000000110e-02
3.650000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,6.412327210000000024e-07
3.660000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,7.632915730000000565e-02
3.660000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,7.666774249999999680e-02
3.660000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,2.316196200000000140e-06
3.670000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,7.454437240000000298e-02
3.670000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,7.486093050000000582e-02
3.670000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,2.019490360000000022e-07
3.680000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,7.276408959999999815e-02
3.680000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,7.305831599999999815e-02
3.680000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.188934099999999990e-06
3.690000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,7.098734290000000002e-02
3.690000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,7.126385389999999320e-02
3.690000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,3.402156940000000089e-07
3.700000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,6.919704590000000377e-02
3.700000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,6.945725060000000617e-02
3.700000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,3.111656759999999888e-05
3.710000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,6.742114629999999831e-02
3.710000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,6.765203059999999602e-02
3.710000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.221019510000000086e-06
3.720000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,6.564180290000000417e-02
3.720000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,6.586855630000000572e-02
3.720000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.514138609999999912e-06
3.730000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,6.388988519999999616e-02
3.730000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,6.408819870000000141e-02
3.730000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,4.454188799999999667e-06
3.740000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,6.213087829999999756e-02
3.740000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,6.232475159999999875e-02
3.740000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.924986490000000113e-06
3.750000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,6.040161189999999902e-02
3.750000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,6.057121640000000251e-02
3.750000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,5.733169360000000040e-07
3.760000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.866753849999999798e-02
3.760000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,5.883058249999999906e-02
3.760000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,4.386294610000000078e-07
3.770000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.694550550000000017e-02
3.770000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,5.709009689999999804e-02
3.770000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,3.391696349999999852e-07
3.780000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.523208539999999861e-02
3.780000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,5.536381769999999813e-02
3.780000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,4.379297649999999991e-07
3.790000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.351560860000000031e-02
3.790000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,5.364090970000000291e-02
3.790000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,4.420715360000000006e-07
3.800000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.182317930000000100e-02
3.800000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,5.192749640000000194e-02
3.800000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.041852129999999920e-06
3.810000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.013555990000000129e-02
3.810000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,5.024031389999999986e-02
3.810000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,2.157052240000000035e-07
3.820000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,4.848089829999999850e-02
3.820000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,4.856776129999999803e-02
3.820000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,9.275281060000000593e-08
3.830000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,4.683239220000000314e-02
3.830000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,4.691651200000000049e-02
3.830000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.214378279999999901e-07
3.840000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,4.521054640000000263e-02
3.840000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,4.528271379999999902e-02
3.840000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.283293149999999884e-07
3.850000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,4.359003520000000187e-02
3.850000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,4.365682960000000223e-02
3.850000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,8.652771139999999632e-08
3.860000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,4.199396340000000061e-02
3.860000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,4.204870420000000192e-02
3.860000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,2.517880269999999965e-07
3.870000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,4.041389079999999773e-02
3.870000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,4.046607759999999721e-02
3.870000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,8.206630430000000448e-08
3.880000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,3.885885470000000064e-02
3.880000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,3.890256539999999846e-02
3.880000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.285931479999999996e-07
3.890000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,3.732346019999999848e-02
3.890000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,3.736189720000000075e-02
3.890000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,8.902612430000000413e-08
3.900000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,3.580833890000000019e-02
3.900000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,3.584305079999999810e-02
3.900000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,6.172128299999999484e-08
3.910000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,3.431900809999999941e-02
3.910000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,3.434556450000000177e-02
3.910000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.503377759999999874e-07
3.920000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,3.284540100000000323e-02
3.920000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,3.287188240000000344e-02
3.920000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.488559100000000107e-07
3.930000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,3.140216020000000108e-02
3.930000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,3.141990540000000331e-02
3.930000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,8.404733369999999367e-08
3.940000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,2.997381550000000061e-02
3.940000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,2.999295750000000038e-02
3.940000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.589292100000000007e-07
3.950000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,2.857822709999999905e-02
3.950000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,2.858918909999999883e-02
3.950000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,2.235339929999999962e-07
3.960000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,2.719892109999999877e-02
3.960000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,2.721172800000000100e-02
3.960000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.276235860000000121e-07
3.970000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,2.585275620000000024e-02
3.970000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,2.585882860000000144e-02
3.970000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,7.739374269999999379e-08
3.980000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,2.452546560000000084e-02
3.980000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,2.453254319999999961e-02
3.980000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.245546439999999983e-07
3.990000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,2.323049950000000141e-02
3.990000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,2.323264070000000125e-02
3.990000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.336743159999999913e-07
4.000000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,2.195683149999999931e-02
4.000000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,2.195931660000000063e-02
4.000000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,2.236771369999999925e-07
4.010000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,2.071518959999999951e-02
4.010000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,2.071367949999999847e-02
4.010000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,2.674693780000000190e-07
4.020000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.949623849999999881e-02
4.020000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.949549370000000156e-02
4.020000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.384489430000000028e-07
4.030000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.830912150000000085e-02
4.030000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.830493240000000132e-02
4.030000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,6.251359479999999638e-08
4.040000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.714625629999999915e-02
4.040000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.714250039999999989e-02
4.040000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.770240079999999868e-07
4.050000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.601512249999999943e-02
4.050000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.600878450000000133e-02
4.050000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,8.649569690000000008e-08
4.060000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.490882259999999973e-02
4.060000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.490285249999999916e-02
4.060000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.538223289999999883e-07
4.070000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.383444250000000035e-02
4.070000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.382608479999999918e-02
4.070000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.149305160000000031e-07
4.080000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.278488149999999941e-02
4.080000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.277745869999999916e-02
4.080000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.364229280000000069e-07
4.090000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.176821309999999919e-02
4.090000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.175797200000000022e-02
4.090000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.037053679999999994e-07
4.100000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.077572050000000052e-02
4.100000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.076714829999999949e-02
4.100000000000000000e+02,3.000000000000000000e+00,0.000000000000000000e+00,1.916033569999999965e-07
4.110000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,9.816747080000000347e-03
4.110000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,9.805012849999999308e-03
4.120000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,8.880716950000000845e-03
4.120000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,8.871357090000000362e-03
4.130000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,7.980474439999999531e-03
4.130000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,7.966422330000000329e-03
4.140000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,7.098604459999999575e-03
4.140000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,7.089619180000000277e-03
4.150000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,6.258137490000000198e-03
4.150000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,6.240801659999999779e-03
4.160000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.432747279999999672e-03
4.160000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,5.423090220000000190e-03
4.170000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,4.649171009999999646e-03
4.170000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,4.630017959999999794e-03
4.180000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,3.879154320000000131e-03
4.180000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,3.866587510000000019e-03
4.190000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,3.152557849999999915e-03
4.190000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,3.130347060000000098e-03
4.200000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,2.441073609999999932e-03
4.200000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,2.424099680000000191e-03
4.210000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.779969209999999981e-03
4.210000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.749124880000000075e-03
4.220000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.147849660000000013e-03
4.220000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.116950100000000052e-03
4.230000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,6.333085530000000284e-04
4.230000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,5.699352319999999783e-04
4.240000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.158975770000000498e-04
4.240000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,4.513602559999999953e-04
4.250000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,9.150638650000000440e-04
4.250000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,8.886292319999999868e-04
4.260000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.431382969999999951e-03
4.260000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.411926609999999927e-03
4.270000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,1.941653370000000038e-03
4.270000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,1.934524360000000045e-03
4.280000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,2.450426349999999809e-03
4.280000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,2.440314289999999994e-03
4.290000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,2.927211460000000206e-03
4.290000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,2.925944350000000103e-03
4.300000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,3.397261679999999829e-03
4.300000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,3.389452299999999932e-03
4.310000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,3.831896249999999868e-03
4.310000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,3.833048099999999958e-03
4.320000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,4.258482220000000054e-03
4.320000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,4.252980850000000028e-03
4.330000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,4.655318129999999784e-03
4.330000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,4.654261429999999831e-03
4.340000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.031909279999999957e-03
4.340000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,5.032455679999999799e-03
4.350000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.397393769999999855e-03
4.350000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,5.389700790000000186e-03
4.360000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,5.724333600000000057e-03
4.360000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,5.731323340000000349e-03
4.370000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,6.056307000000000357e-03
4.370000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,6.044373849999999659e-03
4.380000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,6.337456069999999712e-03
4.380000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,6.345724169999999824e-03
4.390000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,6.626438999999999593e-03
4.390000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,6.616288920000000344e-03
4.400000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,6.872118919999999770e-03
4.400000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,6.875830339999999818e-03
4.410000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,7.120200180000000288e-03
4.410000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,7.113897670000000027e-03
4.420000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,7.333849130000000272e-03
4.420000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,7.334589699999999671e-03
4.430000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00,7.541825440000000241e-03
